n,stopping_time,max_excursion_log,odd_even_ratio,entropy,compression_ratio,excursion_normalized,up_down_ratio,variance_log,peak_late,omega,steps
8457,57.0,4.63165680516792,0.4146341463414634,0.8935711016541907,4.3691786518578635,5.063261203736549,0.4146341463414634,1.2861533563620537,0.13793103448275862,STABLE,57
24845,157.0,4.872371909082365,0.5339805825242718,0.9379626436434423,10.75293273189813,3.0000402495471925,0.5339805825242718,0.7083138650826041,0.006329113924050633,STABLE,157
24847,95.0,5.400684744041014,0.47692307692307695,0.9182958340544896,6.506499901581318,10.125327001247635,0.47692307692307695,1.9820631609357113,0.07291666666666667,STABLE,95
24848,126.0,4.395308916078588,0.5119047619047619,0.9308637102222774,8.629639236756267,1.0,0.5119047619047619,0.6458091634220355,0.0,STABLE,126
49425,114.0,5.171073790625493,0.4935064935064935,0.9239841591414172,7.310994747051605,3.0000202326757712,0.4935064935064935,0.9834617363677723,0.008695652173913044,STABLE,114
8467,202.0,5.842275278556181,0.5615384615384615,0.9463809171549197,15.481732690287206,82.13818353608126,0.5615384615384615,1.266722220991218,0.1724137931034483,STABLE,202
33045,129.0,4.9962357725158855,0.5116279069767442,0.9305861291319928,8.59304285749925,3.0000302617642607,0.5116279069767442,0.7317437707466676,0.007692307692307693,STABLE,129
49430,119.0,5.046186795546937,0.5,0.9264046681474138,7.631580984457339,2.2500505765729315,0.5,0.9866038096324775,0.03333333333333333,STABLE,119
33047,67.0,5.348447007932347,0.4166666666666667,0.8918107543797082,4.4630273090003385,6.7501437346809094,0.4166666666666667,2.0924396988244993,0.07352941176470588,STABLE,67
41240,31.0,4.615329187387825,0.23076923076923078,0.7578784625383954,2.0219470333246345,1.0,0.23076923076923078,1.971054753502225,0.0,STABLE,31
24857,64.0,4.923746431546939,0.41304347826086957,0.8904916402194913,4.383151979117048,3.3751458341714606,0.41304347826086957,2.142941835068676,0.09230769230769231,STABLE,64
24856,126.0,4.395448712315872,0.5119047619047619,0.9308637102222774,8.629364760926368,1.0,0.5119047619047619,0.6833301583648492,0.0,STABLE,126
49436,158.0,5.603089134647177,0.5288461538461539,0.9360186160699067,10.132573569598764,8.110445828950562,0.5288461538461539,1.3941608168487192,0.1761006289308176,STABLE,158
