d,k,c,n,omega,cycle_or_info
2,3,9,1680,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1787,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1308,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,222,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1894,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1052,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1851,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1329,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,396,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1543,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1876,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,367,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,210,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1157,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1769,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,212,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1136,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,526,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1213,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1715,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,533,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,841,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1360,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,310,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1692,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1429,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,40,CYCLIC,[np.int32(18), np.int32(9), np.int32(36)]
2,3,9,1017,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1717,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1541,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1084,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,271,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1269,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,792,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1290,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1865,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1168,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1391,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1097,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,49,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,120,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1935,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,199,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,772,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,876,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1369,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,843,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,4,1,1190,CYCLIC,[np.int32(1431655765)]
2,4,1,1303,CYCLIC,[np.int32(1431655765)]
2,4,1,1395,CYCLIC,[np.int32(1431655765)]
2,4,1,1179,CYCLIC,[np.int32(1431655765)]
2,4,1,892,CYCLIC,[np.int32(1431655765)]
2,4,1,304,CYCLIC,[np.int32(1431655765)]
2,4,1,1624,CYCLIC,[np.int32(1431655765)]
2,4,1,607,CYCLIC,[np.int32(1431655765)]
2,4,1,1124,CYCLIC,[np.int32(1431655765)]
2,4,1,814,CYCLIC,[np.int32(1431655765)]
2,4,1,1259,CYCLIC,[np.int32(1431655765)]
2,4,1,1943,CYCLIC,[np.int32(1431655765)]
2,4,1,1336,CYCLIC,[np.int32(1431655765)]
2,4,1,401,CYCLIC,[np.int32(1431655765)]
2,4,1,707,CYCLIC,[np.int32(1431655765)]
2,4,1,915,CYCLIC,[np.int32(1431655765)]
2,4,1,1695,CYCLIC,[np.int32(1431655765)]
2,4,1,1124,CYCLIC,[np.int32(1431655765)]
2,4,1,315,CYCLIC,[np.int32(1431655765)]
2,4,1,1337,CYCLIC,[np.int32(1431655765)]
2,4,1,153,CYCLIC,[np.int32(1431655765)]
2,4,1,1252,CYCLIC,[np.int32(1431655765)]
2,4,1,847,CYCLIC,[np.int32(1431655765)]
2,4,1,927,CYCLIC,[np.int32(1431655765)]
2,4,1,1291,CYCLIC,[np.int32(1431655765)]
2,4,1,979,CYCLIC,[np.int32(1431655765)]
2,4,1,145,CYCLIC,[np.int32(1431655765)]
2,4,1,717,CYCLIC,[np.int32(1431655765)]
2,4,1,513,CYCLIC,[np.int32(1431655765)]
2,4,1,485,CYCLIC,[np.int32(1431655765)]
2,4,1,580,CYCLIC,[np.int32(1431655765)]
2,4,1,1292,CYCLIC,[np.int32(1431655765)]
2,4,1,246,CYCLIC,[np.int32(1431655765)]
2,4,1,587,CYCLIC,[np.int32(1431655765)]
2,4,1,1786,CYCLIC,[np.int32(1431655765)]
2,4,1,709,CYCLIC,[np.int32(1431655765)]
2,4,1,1778,CYCLIC,[np.int32(1431655765)]
2,4,1,1866,CYCLIC,[np.int32(1431655765)]
2,4,1,1608,CYCLIC,[np.int32(1431655765)]
2,4,1,758,CYCLIC,[np.int32(1431655765)]
2,4,1,65,CYCLIC,[np.int32(1431655765)]
2,4,1,386,CYCLIC,[np.int32(1431655765)]
2,4,1,656,CYCLIC,[np.int32(1431655765)]
2,4,1,319,CYCLIC,[np.int32(1431655765)]
2,4,1,1340,CYCLIC,[np.int32(1431655765)]
2,4,1,909,CYCLIC,[np.int32(1431655765)]
2,4,1,662,CYCLIC,[np.int32(1431655765)]
2,4,1,415,CYCLIC,[np.int32(1431655765)]
2,4,1,1837,CYCLIC,[np.int32(1431655765)]
2,4,1,1175,CYCLIC,[np.int32(1431655765)]
2,4,1,1202,CYCLIC,[np.int32(1431655765)]
2,4,1,1508,CYCLIC,[np.int32(1431655765)]
2,4,1,115,CYCLIC,[np.int32(1431655765)]
2,4,1,186,CYCLIC,[np.int32(1431655765)]
2,4,1,829,CYCLIC,[np.int32(1431655765)]
2,4,1,667,CYCLIC,[np.int32(1431655765)]
2,4,1,1236,CYCLIC,[np.int32(1431655765)]
2,4,1,56,CYCLIC,[np.int32(1431655765)]
2,4,1,440,CYCLIC,[np.int32(1431655765)]
2,4,1,1205,CYCLIC,[np.int32(1431655765)]
2,4,1,1234,CYCLIC,[np.int32(1431655765)]
2,4,1,242,CYCLIC,[np.int32(1431655765)]
2,4,1,1340,CYCLIC,[np.int32(1431655765)]
2,4,1,957,CYCLIC,[np.int32(1431655765)]
2,4,1,1698,CYCLIC,[np.int32(1431655765)]
2,4,1,1130,CYCLIC,[np.int32(1431655765)]
2,4,1,1109,CYCLIC,[np.int32(1431655765)]
2,4,1,170,CYCLIC,[np.int32(1431655765)]
2,4,1,1585,CYCLIC,[np.int32(1431655765)]
2,4,1,1233,CYCLIC,[np.int32(1431655765)]
2,4,1,1971,CYCLIC,[np.int32(1431655765)]
2,4,1,1088,CYCLIC,[np.int32(1431655765)]
2,4,1,885,CYCLIC,[np.int32(1431655765)]
2,4,1,1753,CYCLIC,[np.int32(1431655765)]
2,4,1,1151,CYCLIC,[np.int32(1431655765)]
2,4,1,1448,CYCLIC,[np.int32(1431655765)]
2,4,1,381,CYCLIC,[np.int32(1431655765)]
2,4,1,1989,CYCLIC,[np.int32(1431655765)]
2,4,1,1157,CYCLIC,[np.int32(1431655765)]
2,4,1,818,CYCLIC,[np.int32(1431655765)]
2,4,1,1090,CYCLIC,[np.int32(1431655765)]
2,4,1,211,CYCLIC,[np.int32(1431655765)]
2,4,1,880,CYCLIC,[np.int32(1431655765)]
2,4,1,1823,CYCLIC,[np.int32(1431655765)]
2,4,1,1196,CYCLIC,[np.int32(1431655765)]
2,4,1,753,CYCLIC,[np.int32(1431655765)]
2,4,1,1353,CYCLIC,[np.int32(1431655765)]
2,4,1,858,CYCLIC,[np.int32(1431655765)]
2,4,1,1192,CYCLIC,[np.int32(1431655765)]
2,4,1,578,CYCLIC,[np.int32(1431655765)]
2,4,1,1368,CYCLIC,[np.int32(1431655765)]
2,4,1,642,CYCLIC,[np.int32(1431655765)]
2,4,1,1785,CYCLIC,[np.int32(1431655765)]
2,4,1,171,CYCLIC,[np.int32(1431655765)]
2,4,1,1440,CYCLIC,[np.int32(1431655765)]
2,4,1,1056,CYCLIC,[np.int32(1431655765)]
2,4,1,1885,CYCLIC,[np.int32(1431655765)]
2,4,1,1926,CYCLIC,[np.int32(1431655765)]
2,4,1,1830,CYCLIC,[np.int32(1431655765)]
2,4,1,1957,CYCLIC,[np.int32(1431655765)]
2,4,2,952,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1101,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,983,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,772,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,212,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1093,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1382,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1056,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1392,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1829,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,820,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1066,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1561,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,178,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,211,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,599,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1006,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1844,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1225,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,140,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1644,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1111,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,269,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,496,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1058,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,847,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1511,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,249,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,397,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1858,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1239,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1381,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1115,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,995,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,676,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,274,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,663,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,426,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1683,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,924,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,281,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,816,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1808,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1897,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1881,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1443,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,543,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,359,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1530,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,618,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1827,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1329,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,987,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1870,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1767,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1552,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,241,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1448,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,934,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1312,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,321,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,395,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,623,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1511,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1346,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,89,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,212,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1291,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,45,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1574,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1236,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,623,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1875,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1365,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,55,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1349,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1104,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1244,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,545,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1227,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1628,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,753,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1879,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,672,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1838,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,607,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1116,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,594,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,990,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,585,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,668,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,932,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1736,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1568,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,146,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,647,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,789,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,1751,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,596,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,2,109,CYCLIC,[np.int32(-2), np.int32(-1)]
2,4,3,1153,CYCLIC,[np.int32(-1)]
2,4,3,926,CYCLIC,[np.int32(-1)]
2,4,3,1987,CYCLIC,[np.int32(-1)]
2,4,3,187,CYCLIC,[np.int32(-1)]
2,4,3,1489,CYCLIC,[np.int32(-1)]
2,4,3,118,CYCLIC,[np.int32(-1)]
2,4,3,250,CYCLIC,[np.int32(-1)]
2,4,3,720,CYCLIC,[np.int32(-1)]
2,4,3,1585,CYCLIC,[np.int32(-1)]
2,4,3,1311,CYCLIC,[np.int32(-1)]
2,4,3,779,CYCLIC,[np.int32(-1)]
2,4,3,337,CYCLIC,[np.int32(-1)]
2,4,3,552,CYCLIC,[np.int32(-1)]
2,4,3,1476,CYCLIC,[np.int32(-1)]
2,4,3,1311,CYCLIC,[np.int32(-1)]
2,4,3,835,CYCLIC,[np.int32(-1)]
2,4,3,324,CYCLIC,[np.int32(-1)]
2,4,3,66,CYCLIC,[np.int32(-1)]
2,4,3,173,CYCLIC,[np.int32(-1)]
2,4,3,1150,CYCLIC,[np.int32(-1)]
2,4,3,760,CYCLIC,[np.int32(-1)]
2,4,3,939,CYCLIC,[np.int32(-1)]
2,4,3,1010,CYCLIC,[np.int32(-1)]
2,4,3,1789,CYCLIC,[np.int32(-1)]
2,4,3,1351,CYCLIC,[np.int32(-1)]
2,4,3,1138,CYCLIC,[np.int32(-1)]
2,4,3,1744,CYCLIC,[np.int32(-1)]
2,4,3,1210,CYCLIC,[np.int32(-1)]
2,4,3,210,CYCLIC,[np.int32(-1)]
2,4,3,209,CYCLIC,[np.int32(-1)]
2,4,3,1549,CYCLIC,[np.int32(-1)]
2,4,3,1709,CYCLIC,[np.int32(-1)]
2,4,3,635,CYCLIC,[np.int32(-1)]
2,4,3,356,CYCLIC,[np.int32(-1)]
2,4,3,1030,CYCLIC,[np.int32(-1)]
2,4,3,531,CYCLIC,[np.int32(-1)]
2,4,3,58,CYCLIC,[np.int32(-1)]
2,4,3,850,CYCLIC,[np.int32(-1)]
2,4,3,1217,CYCLIC,[np.int32(-1)]
2,4,3,1547,CYCLIC,[np.int32(-1)]
2,4,3,81,CYCLIC,[np.int32(-1)]
2,4,3,582,CYCLIC,[np.int32(-1)]
2,4,3,1230,CYCLIC,[np.int32(-1)]
2,4,3,1838,CYCLIC,[np.int32(-1)]
2,4,3,1480,CYCLIC,[np.int32(-1)]
2,4,3,1591,CYCLIC,[np.int32(-1)]
2,4,3,1471,CYCLIC,[np.int32(-1)]
2,4,3,396,CYCLIC,[np.int32(-1)]
2,4,3,707,CYCLIC,[np.int32(-1)]
2,4,3,1050,CYCLIC,[np.int32(-1)]
2,4,3,162,CYCLIC,[np.int32(-1)]
2,4,3,220,CYCLIC,[np.int32(-1)]
2,4,3,275,CYCLIC,[np.int32(-1)]
2,4,3,926,CYCLIC,[np.int32(-1)]
2,4,3,1440,CYCLIC,[np.int32(-1)]
2,4,3,876,CYCLIC,[np.int32(-1)]
2,4,3,436,CYCLIC,[np.int32(-1)]
2,4,3,1143,CYCLIC,[np.int32(-1)]
2,4,3,54,CYCLIC,[np.int32(-1)]
2,4,3,902,CYCLIC,[np.int32(-1)]
2,4,3,167,CYCLIC,[np.int32(-1)]
2,4,3,1913,CYCLIC,[np.int32(-1)]
2,4,3,952,CYCLIC,[np.int32(-1)]
2,4,3,1505,CYCLIC,[np.int32(-1)]
2,4,3,641,CYCLIC,[np.int32(-1)]
2,4,3,639,CYCLIC,[np.int32(-1)]
2,4,3,937,CYCLIC,[np.int32(-1)]
2,4,3,1382,CYCLIC,[np.int32(-1)]
2,4,3,218,CYCLIC,[np.int32(-1)]
2,4,3,1999,CYCLIC,[np.int32(-1)]
2,4,3,904,CYCLIC,[np.int32(-1)]
2,4,3,622,CYCLIC,[np.int32(-1)]
2,4,3,1532,CYCLIC,[np.int32(-1)]
2,4,3,1415,CYCLIC,[np.int32(-1)]
2,4,3,1363,CYCLIC,[np.int32(-1)]
2,4,3,900,CYCLIC,[np.int32(-1)]
2,4,3,100,CYCLIC,[np.int32(-1)]
2,4,3,121,CYCLIC,[np.int32(-1)]
2,4,3,1402,CYCLIC,[np.int32(-1)]
2,4,3,1238,CYCLIC,[np.int32(-1)]
2,4,3,853,CYCLIC,[np.int32(-1)]
2,4,3,1296,CYCLIC,[np.int32(-1)]
2,4,3,306,CYCLIC,[np.int32(-1)]
2,4,3,50,CYCLIC,[np.int32(-1)]
2,4,3,191,CYCLIC,[np.int32(-1)]
2,4,3,135,CYCLIC,[np.int32(-1)]
2,4,3,258,CYCLIC,[np.int32(-1)]
2,4,3,690,CYCLIC,[np.int32(-1)]
2,4,3,1633,CYCLIC,[np.int32(-1)]
2,4,3,1795,CYCLIC,[np.int32(-1)]
2,4,3,1432,CYCLIC,[np.int32(-1)]
2,4,3,1671,CYCLIC,[np.int32(-1)]
2,4,3,557,CYCLIC,[np.int32(-1)]
2,4,3,1983,CYCLIC,[np.int32(-1)]
2,4,3,486,CYCLIC,[np.int32(-1)]
2,4,3,287,CYCLIC,[np.int32(-1)]
2,4,3,228,CYCLIC,[np.int32(-1)]
2,4,3,582,CYCLIC,[np.int32(-1)]
2,4,3,453,CYCLIC,[np.int32(-1)]
2,4,5,1819,CYCLIC,[np.int32(-1431655767)]
2,4,5,493,CYCLIC,[np.int32(-1431655767)]
2,4,5,546,CYCLIC,[np.int32(-1431655767)]
2,4,5,1971,CYCLIC,[np.int32(-1431655767)]
2,4,5,70,CYCLIC,[np.int32(-1431655767)]
2,4,5,1229,CYCLIC,[np.int32(-1431655767)]
2,4,5,612,CYCLIC,[np.int32(-1431655767)]
2,4,5,1765,CYCLIC,[np.int32(-1431655767)]
2,4,5,482,CYCLIC,[np.int32(-1431655767)]
2,4,5,1519,CYCLIC,[np.int32(-1431655767)]
2,4,5,909,CYCLIC,[np.int32(-1431655767)]
2,4,5,1230,CYCLIC,[np.int32(-1431655767)]
2,4,5,748,CYCLIC,[np.int32(-1431655767)]
2,4,5,1868,CYCLIC,[np.int32(-1431655767)]
2,4,5,314,CYCLIC,[np.int32(-1431655767)]
2,4,5,754,CYCLIC,[np.int32(-1431655767)]
2,4,5,748,CYCLIC,[np.int32(-1431655767)]
2,4,5,1914,CYCLIC,[np.int32(-1431655767)]
2,4,5,562,CYCLIC,[np.int32(-1431655767)]
2,4,5,724,CYCLIC,[np.int32(-1431655767)]
2,4,5,46,CYCLIC,[np.int32(-1431655767)]
2,4,5,1308,CYCLIC,[np.int32(-1431655767)]
2,4,5,390,CYCLIC,[np.int32(-1431655767)]
2,4,5,224,CYCLIC,[np.int32(-1431655767)]
2,4,5,876,CYCLIC,[np.int32(-1431655767)]
2,4,5,1295,CYCLIC,[np.int32(-1431655767)]
2,4,5,1574,CYCLIC,[np.int32(-1431655767)]
2,4,5,1480,CYCLIC,[np.int32(-1431655767)]
2,4,5,1274,CYCLIC,[np.int32(-1431655767)]
2,4,5,1023,CYCLIC,[np.int32(-1431655767)]
2,4,5,247,CYCLIC,[np.int32(-1431655767)]
2,4,5,999,CYCLIC,[np.int32(-1431655767)]
2,4,5,366,CYCLIC,[np.int32(-1431655767)]
2,4,5,1944,CYCLIC,[np.int32(-1431655767)]
2,4,5,1992,CYCLIC,[np.int32(-1431655767)]
2,4,5,1846,CYCLIC,[np.int32(-1431655767)]
2,4,5,1901,CYCLIC,[np.int32(-1431655767)]
2,4,5,603,CYCLIC,[np.int32(-1431655767)]
2,4,5,1474,CYCLIC,[np.int32(-1431655767)]
2,4,5,1478,CYCLIC,[np.int32(-1431655767)]
2,4,5,88,CYCLIC,[np.int32(-1431655767)]
2,4,5,1846,CYCLIC,[np.int32(-1431655767)]
2,4,5,241,CYCLIC,[np.int32(-1431655767)]
2,4,5,534,CYCLIC,[np.int32(-1431655767)]
2,4,5,647,CYCLIC,[np.int32(-1431655767)]
2,4,5,1112,CYCLIC,[np.int32(-1431655767)]
2,4,5,136,CYCLIC,[np.int32(-1431655767)]
2,4,5,1912,CYCLIC,[np.int32(-1431655767)]
2,4,5,1301,CYCLIC,[np.int32(-1431655767)]
2,4,5,1087,CYCLIC,[np.int32(-1431655767)]
2,4,5,1323,CYCLIC,[np.int32(-1431655767)]
2,4,5,1264,CYCLIC,[np.int32(-1431655767)]
2,4,5,87,CYCLIC,[np.int32(-1431655767)]
2,4,5,573,CYCLIC,[np.int32(-1431655767)]
2,4,5,15,CYCLIC,[np.int32(-1431655767)]
2,4,5,998,CYCLIC,[np.int32(-1431655767)]
2,4,5,1821,CYCLIC,[np.int32(-1431655767)]
2,4,5,626,CYCLIC,[np.int32(-1431655767)]
2,4,5,628,CYCLIC,[np.int32(-1431655767)]
2,4,5,1529,CYCLIC,[np.int32(-1431655767)]
2,4,5,938,CYCLIC,[np.int32(-1431655767)]
2,4,5,1814,CYCLIC,[np.int32(-1431655767)]
2,4,5,1436,CYCLIC,[np.int32(-1431655767)]
2,4,5,1415,CYCLIC,[np.int32(-1431655767)]
2,4,5,968,CYCLIC,[np.int32(-1431655767)]
2,4,5,932,CYCLIC,[np.int32(-1431655767)]
2,4,5,1080,CYCLIC,[np.int32(-1431655767)]
2,4,5,674,CYCLIC,[np.int32(-1431655767)]
2,4,5,988,CYCLIC,[np.int32(-1431655767)]
2,4,5,365,CYCLIC,[np.int32(-1431655767)]
2,4,5,325,CYCLIC,[np.int32(-1431655767)]
2,4,5,789,CYCLIC,[np.int32(-1431655767)]
2,4,5,1749,CYCLIC,[np.int32(-1431655767)]
2,4,5,1131,CYCLIC,[np.int32(-1431655767)]
2,4,5,1307,CYCLIC,[np.int32(-1431655767)]
2,4,5,1533,CYCLIC,[np.int32(-1431655767)]
2,4,5,944,CYCLIC,[np.int32(-1431655767)]
2,4,5,238,CYCLIC,[np.int32(-1431655767)]
2,4,5,979,CYCLIC,[np.int32(-1431655767)]
2,4,5,324,CYCLIC,[np.int32(-1431655767)]
2,4,5,1921,CYCLIC,[np.int32(-1431655767)]
2,4,5,1990,CYCLIC,[np.int32(-1431655767)]
2,4,5,1412,CYCLIC,[np.int32(-1431655767)]
2,4,5,469,CYCLIC,[np.int32(-1431655767)]
2,4,5,15,CYCLIC,[np.int32(-1431655767)]
2,4,5,144,CYCLIC,[np.int32(-1431655767)]
2,4,5,1579,CYCLIC,[np.int32(-1431655767)]
2,4,5,255,CYCLIC,[np.int32(-1431655767)]
2,4,5,1901,CYCLIC,[np.int32(-1431655767)]
2,4,5,877,CYCLIC,[np.int32(-1431655767)]
2,4,5,1016,CYCLIC,[np.int32(-1431655767)]
2,4,5,1167,CYCLIC,[np.int32(-1431655767)]
2,4,5,122,CYCLIC,[np.int32(-1431655767)]
2,4,5,141,CYCLIC,[np.int32(-1431655767)]
2,4,5,1398,CYCLIC,[np.int32(-1431655767)]
2,4,5,1782,CYCLIC,[np.int32(-1431655767)]
2,4,5,350,CYCLIC,[np.int32(-1431655767)]
2,4,5,434,CYCLIC,[np.int32(-1431655767)]
2,4,5,479,CYCLIC,[np.int32(-1431655767)]
2,4,6,1785,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1100,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1795,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1746,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1986,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,2000,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,544,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,578,CYCLIC,[np.int32(-6), np.int32(-3)]
