r,v,rank,rank_next,tau,efficiency,next_r,next_v
25235,0,33,32,1,1,10170,1
25236,2,93,92,1,1,12618,1
25237,0,59,58,1,1,10176,3
25238,1,62,61,1,1,12619,0
25239,0,41,40,1,1,10182,1
25240,3,93,92,1,1,12620,2
25241,0,33,32,1,1,10188,2
25242,1,93,92,1,1,12621,0
25243,0,86,85,1,1,10194,1
25244,2,55,54,1,1,12622,1
25245,0,85,84,1,1,10200,3
25246,1,89,88,1,1,12623,0
25247,0,70,69,1,1,10206,1
25248,3,31,30,1,1,12624,3
25249,0,123,122,1,1,10212,2
25250,1,93,92,1,1,12625,0
25251,0,59,58,1,1,10218,1
25252,2,87,86,1,1,12626,1
25253,0,134,133,1,1,10224,3
25254,1,87,86,1,1,12627,0
25255,0,59,58,1,1,10230,1
25256,3,31,30,1,1,12628,2
25257,0,115,114,1,1,10236,2
25258,1,31,30,1,1,12629,0
25259,0,41,40,1,1,10242,1
25260,2,62,61,1,1,12630,1
25261,0,54,53,1,1,10248,3
25262,1,140,139,1,1,12631,0
25263,0,147,146,1,1,10254,1
25264,3,124,123,1,1,12632,3
25265,0,54,53,1,1,10260,2
25266,1,62,61,1,1,12633,0
25267,0,54,53,1,1,10266,1
25268,2,124,123,1,1,12634,1
25269,0,28,27,1,1,10272,3
25270,1,42,41,1,1,12635,0
25271,0,54,53,1,1,10278,1
25272,3,124,123,1,1,12636,2
25273,0,54,53,1,1,10284,2
25274,1,124,123,1,1,12637,0
25275,0,59,58,1,1,10290,1
25276,2,109,108,1,1,12638,1
25277,0,147,146,1,1,10296,3
25278,1,127,126,1,1,12639,0
25279,0,64,63,1,1,10302,1
25280,3,80,79,1,1,12640,3
25281,0,28,27,1,1,10308,2
25282,1,153,152,1,1,12641,0
25283,0,147,146,1,1,10314,1
25284,2,155,154,1,1,12642,1
25285,0,103,102,1,1,10320,3
25286,1,155,154,1,1,12643,0
25287,0,54,53,1,1,10326,1
25288,3,155,154,1,1,12644,2
25289,0,54,53,1,1,10332,2
25290,1,155,154,1,1,12645,0
25291,0,54,53,1,1,10338,1
25292,2,155,154,1,1,12646,1
25293,0,103,102,1,1,10344,3
25294,1,57,56,1,1,12647,0
25295,0,147,146,1,1,10350,1
25296,3,80,79,1,1,12648,3
25297,0,41,40,1,1,10356,2
25298,1,50,49,1,1,12649,0
25299,0,41,40,1,1,10362,1
25300,2,80,79,1,1,12650,1
25301,0,28,27,1,1,10368,3
25302,1,62,61,1,1,12651,0
25303,0,41,40,1,1,10374,1
25304,3,54,53,1,1,12652,2
25305,0,103,102,1,1,10380,2
25306,1,54,53,1,1,12653,0
25307,0,85,84,1,1,10386,1
25308,2,54,53,1,1,12654,1
25309,0,147,146,1,1,10392,3
25310,1,78,77,1,1,12655,0
25311,0,147,146,1,1,10398,1
25312,3,80,79,1,1,12656,3
25313,0,178,177,1,1,10404,2
25314,1,80,79,1,1,12657,0
25315,0,28,27,1,1,10410,1
25316,2,155,154,1,1,12658,1
25317,0,103,102,1,1,10416,3
25318,1,155,154,1,1,12659,0
25319,0,56,55,1,1,10422,1
25320,3,80,79,1,1,12660,2
25321,0,85,84,1,1,10428,2
25322,1,80,79,1,1,12661,0
25323,0,147,146,1,1,10434,1
25324,2,54,53,1,1,12662,1
25325,0,54,53,1,1,10440,3
25326,1,140,139,1,1,12663,0
25327,0,52,51,1,1,10446,1
25328,3,73,72,1,1,12664,3
25329,0,28,27,1,1,10452,2
25330,1,87,86,1,1,12665,0
25331,0,101,100,1,1,10458,1
25332,2,73,72,1,1,12666,1
25333,0,147,146,1,1,10464,3
25334,1,54,53,1,1,12667,0
25335,0,85,84,1,1,10470,1
25336,3,73,72,1,1,12668,2
25337,0,103,102,1,1,10476,2
25338,1,73,72,1,1,12669,0
25339,0,163,162,1,1,10482,1
25340,2,68,67,1,1,12670,1
25341,0,103,102,1,1,10488,3
25342,1,34,33,1,1,12671,0
25343,0,67,66,1,1,10494,1
25344,3,31,30,1,1,12672,3
25345,0,28,27,1,1,10500,2
25346,1,124,123,1,1,12673,0
25347,0,28,27,1,1,10506,1
25348,2,54,53,1,1,12674,1
25349,0,54,53,1,1,10512,3
25350,1,54,53,1,1,12675,0
25351,0,103,102,1,1,10518,1
25352,3,54,53,1,1,12676,2
25353,0,96,95,1,1,10524,2
25354,1,54,53,1,1,12677,0
25355,0,41,40,1,1,10530,1
25356,2,54,53,1,1,12678,1
25357,0,54,53,1,1,10536,3
25358,1,140,139,1,1,12679,0
25359,0,54,53,1,1,10542,1
25360,3,80,79,1,1,12680,3
25361,0,54,53,1,1,10548,2
25362,1,56,55,1,1,12681,0
25363,0,147,146,1,1,10554,1
25364,2,80,79,1,1,12682,1
25365,0,116,115,1,1,10560,3
25366,1,173,172,1,1,12683,0
25367,0,103,102,1,1,10566,1
25368,3,80,79,1,1,12684,2
25369,0,103,102,1,1,10572,2
25370,1,80,79,1,1,12685,0
25371,0,140,139,1,1,10578,1
25372,2,54,53,1,1,12686,1
25373,0,54,53,1,1,10584,3
25374,1,140,139,1,1,12687,0
25375,0,147,146,1,1,10590,1
25376,3,80,79,1,1,12688,3
25377,0,98,97,1,1,10596,2
25378,1,80,79,1,1,12689,0
25379,0,28,27,1,1,10602,1
25380,2,80,79,1,1,12690,1
25381,0,28,27,1,1,10608,3
25382,1,80,79,1,1,12691,0
25383,0,147,146,1,1,10614,1
25384,3,80,79,1,1,12692,2
25385,0,54,53,1,1,10620,2
25386,1,80,79,1,1,12693,0
25387,0,54,53,1,1,10626,1
25388,2,36,35,1,1,12694,1
25389,0,54,53,1,1,10632,3
25390,1,47,46,1,1,12695,0
25391,0,54,53,1,1,10638,1
25392,3,80,79,1,1,12696,3
25393,0,54,53,1,1,10644,2
25394,1,36,35,1,1,12697,0
25395,0,54,53,1,1,10650,1
25396,2,80,79,1,1,12698,1
25397,0,116,115,1,1,10656,3
25398,1,156,155,1,1,12699,0
25399,0,54,53,1,1,10662,1
25400,3,97,96,1,1,12700,2
25401,0,46,45,1,1,10668,2
25402,1,97,96,1,1,12701,0
25403,0,54,53,1,1,10674,1
25404,2,97,96,1,1,12702,1
25405,0,147,146,1,1,10680,3
25406,1,91,90,1,1,12703,0
25407,0,49,48,1,1,10686,1
25408,3,31,30,1,1,12704,3
25409,0,116,115,1,1,10692,2
25410,1,106,105,1,1,12705,0
25411,0,46,45,1,1,10698,1
25412,2,54,53,1,1,12706,1
25413,0,72,71,1,1,10704,3
25414,1,54,53,1,1,12707,0
25415,0,98,97,1,1,10710,1
25416,3,54,53,1,1,12708,2
25417,0,28,27,1,1,10716,2
25418,1,54,53,1,1,12709,0
25419,0,72,71,1,1,10722,1
25420,2,54,53,1,1,12710,1
25421,0,72,71,1,1,10728,3
25422,1,39,38,1,1,12711,0
25423,0,72,71,1,1,10734,1
25424,3,31,30,1,1,12712,3
25425,0,98,97,1,1,10740,2
25426,1,139,138,1,1,12713,0
25427,0,98,97,1,1,10746,1
25428,2,31,30,1,1,12714,1
25429,0,15,14,1,1,10752,3
25430,1,70,69,1,1,12715,0
25431,0,72,71,1,1,10758,1
25432,3,80,79,1,1,12716,2
25433,0,116,115,1,1,10764,2
25434,1,80,79,1,1,12717,0
25435,0,147,146,1,1,10770,1
25436,2,80,79,1,1,12718,1
25437,0,67,66,1,1,10776,3
25438,1,47,46,1,1,12719,0
25439,0,28,27,1,1,10782,1
25440,3,106,105,1,1,12720,3
25441,0,160,159,1,1,10788,2
25442,1,106,105,1,1,12721,0
25443,0,116,115,1,1,10794,1
25444,2,106,105,1,1,12722,1
25445,0,116,115,1,1,10800,3
25446,1,106,105,1,1,12723,0
25447,0,135,134,1,1,10806,1
25448,3,106,105,1,1,12724,2
25449,0,160,159,1,1,10812,2
25450,1,106,105,1,1,12725,0
25451,0,116,115,1,1,10818,1
25452,2,80,79,1,1,12726,1
25453,0,41,40,1,1,10824,3
25454,1,39,38,1,1,12727,0
25455,0,41,40,1,1,10830,1
25456,3,106,105,1,1,12728,3
25457,0,54,53,1,1,10836,2
25458,1,106,105,1,1,12729,0
25459,0,116,115,1,1,10842,1
25460,2,106,105,1,1,12730,1
25461,0,54,53,1,1,10848,3
25462,1,117,116,1,1,12731,0
25463,0,160,159,1,1,10854,1
25464,3,62,61,1,1,12732,2
25465,0,73,72,1,1,10860,2
25466,1,62,61,1,1,12733,0
25467,0,160,159,1,1,10866,1
25468,2,156,155,1,1,12734,1
25469,0,67,66,1,1,10872,3
25470,1,66,65,1,1,12735,0
25471,0,75,74,1,1,10878,1
25472,3,124,123,1,1,12736,3
25473,0,67,66,1,1,10884,2
25474,1,161,160,1,1,12737,0
25475,0,54,53,1,1,10890,1
25476,2,88,87,1,1,12738,1
25477,0,67,66,1,1,10896,3
25478,1,88,87,1,1,12739,0
25479,0,54,53,1,1,10902,1
25480,3,31,30,1,1,12740,2
25481,0,109,108,1,1,10908,2
25482,1,31,30,1,1,12741,0
25483,0,54,53,1,1,10914,1
25484,2,31,30,1,1,12742,1
25485,0,15,14,1,1,10920,3
25486,1,47,46,1,1,12743,0
25487,0,116,115,1,1,10926,1
25488,3,124,123,1,1,12744,3
25489,0,41,40,1,1,10932,2
25490,1,80,79,1,1,12745,0
25491,0,41,40,1,1,10938,1
25492,2,124,123,1,1,12746,1
25493,0,129,128,1,1,10944,3
25494,1,80,79,1,1,12747,0
25495,0,41,40,1,1,10950,1
25496,3,124,123,1,1,12748,2
25497,0,41,40,1,1,10956,2
25498,1,124,123,1,1,12749,0
25499,0,41,40,1,1,10962,1
25500,2,69,68,1,1,12750,1
25501,0,116,115,1,1,10968,3
25502,1,153,152,1,1,12751,0
25503,0,54,53,1,1,10974,1
25504,3,124,123,1,1,12752,3
25505,0,41,40,1,1,10980,2
25506,1,124,123,1,1,12753,0
25507,0,129,128,1,1,10986,1
25508,2,80,79,1,1,12754,1
25509,0,41,40,1,1,10992,3
25510,1,80,79,1,1,12755,0
25511,0,67,66,1,1,10998,1
25512,3,124,123,1,1,12756,2
25513,0,95,94,1,1,11004,2
25514,1,124,123,1,1,12757,0
25515,0,114,113,1,1,11010,1
25516,2,80,79,1,1,12758,1
25517,0,160,159,1,1,11016,3
25518,1,153,152,1,1,12759,0
25519,0,129,128,1,1,11022,1
25520,3,75,74,1,1,12760,3
25521,0,129,128,1,1,11028,2
25522,1,75,74,1,1,12761,0
25523,0,129,128,1,1,11034,1
25524,2,75,74,1,1,12762,1
25525,0,129,128,1,1,11040,3
25526,1,37,36,1,1,12763,0
25527,0,129,128,1,1,11046,1
25528,3,75,74,1,1,12764,2
25529,0,41,40,1,1,11052,2
25530,1,75,74,1,1,12765,0
25531,0,41,40,1,1,11058,1
25532,2,67,66,1,1,12766,1
25533,0,78,77,1,1,11064,3
25534,1,122,121,1,1,12767,0
25535,0,83,82,1,1,11070,1
25536,3,124,123,1,1,12768,3
25537,0,67,66,1,1,11076,2
25538,1,69,68,1,1,12769,0
25539,0,67,66,1,1,11082,1
25540,2,124,123,1,1,12770,1
25541,0,36,35,1,1,11088,3
25542,1,124,123,1,1,12771,0
25543,0,54,53,1,1,11094,1
25544,3,36,35,1,1,12772,2
25545,0,67,66,1,1,11100,2
25546,1,36,35,1,1,12773,0
25547,0,129,128,1,1,11106,1
25548,2,36,35,1,1,12774,1
25549,0,129,128,1,1,11112,3
25550,1,153,152,1,1,12775,0
25551,0,160,159,1,1,11118,1
25552,3,124,123,1,1,12776,3
25553,0,129,128,1,1,11124,2
25554,1,87,86,1,1,12777,0
25555,0,116,115,1,1,11130,1
25556,2,124,123,1,1,12778,1
25557,0,36,35,1,1,11136,3
25558,1,69,68,1,1,12779,0
25559,0,67,66,1,1,11142,1
25560,3,75,74,1,1,12780,2
25561,0,36,35,1,1,11148,2
25562,1,75,74,1,1,12781,0
25563,0,41,40,1,1,11154,1
25564,2,75,74,1,1,12782,1
25565,0,129,128,1,1,11160,3
25566,1,71,70,1,1,12783,0
25567,0,49,48,1,1,11166,1
25568,3,75,74,1,1,12784,3
25569,0,111,110,1,1,11172,2
25570,1,124,123,1,1,12785,0
25571,0,36,35,1,1,11178,1
25572,2,168,167,1,1,12786,1
25573,0,67,66,1,1,11184,3
25574,1,168,167,1,1,12787,0
25575,0,129,128,1,1,11190,1
25576,3,75,74,1,1,12788,2
25577,0,141,140,1,1,11196,2
25578,1,75,74,1,1,12789,0
25579,0,67,66,1,1,11202,1
25580,2,176,175,1,1,12790,1
25581,0,98,97,1,1,11208,3
25582,1,184,183,1,1,12791,0
25583,0,67,66,1,1,11214,1
25584,3,75,74,1,1,12792,3
25585,0,85,84,1,1,11220,2
25586,1,75,74,1,1,12793,0
25587,0,129,128,1,1,11226,1
25588,2,75,74,1,1,12794,1
25589,0,85,84,1,1,11232,3
25590,1,144,143,1,1,12795,0
25591,0,160,159,1,1,11238,1
25592,3,144,143,1,1,12796,2
25593,0,59,58,1,1,11244,2
25594,1,144,143,1,1,12797,0
25595,0,160,159,1,1,11250,1
25596,2,41,40,1,1,12798,1
25597,0,78,77,1,1,11256,3
25598,1,144,143,1,1,12799,0
25599,0,39,38,1,1,11262,1
25600,3,31,30,1,1,12800,3
25601,0,85,84,1,1,11268,2
25602,1,168,167,1,1,12801,0
25603,0,85,84,1,1,11274,1
25604,2,124,123,1,1,12802,1
25605,0,36,35,1,1,11280,3
25606,1,124,123,1,1,12803,0
25607,0,85,84,1,1,11286,1
25608,3,168,167,1,1,12804,2
25609,0,59,58,1,1,11292,2
25610,1,168,167,1,1,12805,0
25611,0,36,35,1,1,11298,1
25612,2,168,167,1,1,12806,1
25613,0,129,128,1,1,11304,3
25614,1,107,106,1,1,12807,0
25615,0,111,110,1,1,11310,1
25616,3,62,61,1,1,12808,3
25617,0,129,128,1,1,11316,2
25618,1,124,123,1,1,12809,0
25619,0,36,35,1,1,11322,1
25620,2,62,61,1,1,12810,1
25621,0,36,35,1,1,11328,3
25622,1,168,167,1,1,12811,0
25623,0,129,128,1,1,11334,1
25624,3,62,61,1,1,12812,2
25625,0,80,79,1,1,11340,2
25626,1,62,61,1,1,12813,0
25627,0,72,71,1,1,11346,1
25628,2,168,167,1,1,12814,1
25629,0,129,128,1,1,11352,3
25630,1,153,152,1,1,12815,0
25631,0,74,73,1,1,11358,1
25632,3,62,61,1,1,12816,3
25633,0,80,79,1,1,11364,2
25634,1,62,61,1,1,12817,0
25635,0,36,35,1,1,11370,1
25636,2,124,123,1,1,12818,1
25637,0,67,66,1,1,11376,3
25638,1,124,123,1,1,12819,0
25639,0,173,172,1,1,11382,1
25640,3,62,61,1,1,12820,2
25641,0,173,172,1,1,11388,2
25642,1,62,61,1,1,12821,0
25643,0,67,66,1,1,11394,1
25644,2,49,48,1,1,12822,1
25645,0,28,27,1,1,11400,3
25646,1,60,59,1,1,12823,0
25647,0,54,53,1,1,11406,1
25648,3,62,61,1,1,12824,3
25649,0,28,27,1,1,11412,2
25650,1,49,48,1,1,12825,0
25651,0,28,27,1,1,11418,1
25652,2,62,61,1,1,12826,1
25653,0,36,35,1,1,11424,3
25654,1,137,136,1,1,12827,0
25655,0,173,172,1,1,11430,1
25656,3,49,48,1,1,12828,2
25657,0,80,79,1,1,11436,2
25658,1,49,48,1,1,12829,0
25659,0,80,79,1,1,11442,1
25660,2,49,48,1,1,12830,1
25661,0,28,27,1,1,11448,3
25662,1,102,101,1,1,12831,0
25663,0,83,82,1,1,11454,1
25664,3,23,22,1,1,12832,3
25665,0,28,27,1,1,11460,2
25666,1,49,48,1,1,12833,0
25667,0,28,27,1,1,11466,1
25668,2,62,61,1,1,12834,1
25669,0,36,35,1,1,11472,3
25670,1,62,61,1,1,12835,0
25671,0,173,172,1,1,11478,1
25672,3,75,74,1,1,12836,2
25673,0,80,79,1,1,11484,2
25674,1,75,74,1,1,12837,0
25675,0,36,35,1,1,11490,1
25676,2,75,74,1,1,12838,1
25677,0,54,53,1,1,11496,3
25678,1,109,108,1,1,12839,0
25679,0,54,53,1,1,11502,1
25680,3,23,22,1,1,12840,3
25681,0,54,53,1,1,11508,2
25682,1,100,99,1,1,12841,0
25683,0,129,128,1,1,11514,1
25684,2,23,22,1,1,12842,1
25685,0,23,22,1,1,11520,3
25686,1,62,61,1,1,12843,0
25687,0,36,35,1,1,11526,1
25688,3,124,123,1,1,12844,2
25689,0,142,141,1,1,11532,2
25690,1,124,123,1,1,12845,0
25691,0,173,172,1,1,11538,1
25692,2,124,123,1,1,12846,1
25693,0,49,48,1,1,11544,3
25694,1,135,134,1,1,12847,0
25695,0,129,128,1,1,11550,1
25696,3,23,22,1,1,12848,3
25697,0,142,141,1,1,11556,2
25698,1,124,123,1,1,12849,0
25699,0,49,48,1,1,11562,1
25700,2,124,123,1,1,12850,1
25701,0,49,48,1,1,11568,3
25702,1,124,123,1,1,12851,0
25703,0,39,38,1,1,11574,1
25704,3,23,22,1,1,12852,2
25705,0,54,53,1,1,11580,2
25706,1,23,22,1,1,12853,0
25707,0,54,53,1,1,11586,1
25708,2,157,156,1,1,12854,1
25709,0,142,141,1,1,11592,3
25710,1,60,59,1,1,12855,0
25711,0,127,126,1,1,11598,1
25712,3,168,167,1,1,12856,3
25713,0,23,22,1,1,11604,2
25714,1,168,167,1,1,12857,0
25715,0,142,141,1,1,11610,1
25716,2,168,167,1,1,12858,1
25717,0,49,48,1,1,11616,3
25718,1,168,167,1,1,12859,0
25719,0,49,48,1,1,11622,1
25720,3,168,167,1,1,12860,2
25721,0,142,141,1,1,11628,2
25722,1,168,167,1,1,12861,0
25723,0,142,141,1,1,11634,1
25724,2,37,36,1,1,12862,1
25725,0,142,141,1,1,11640,3
25726,1,41,40,1,1,12863,0
25727,0,39,38,1,1,11646,1
25728,3,23,22,1,1,12864,3
25729,0,91,90,1,1,11652,2
25730,1,62,61,1,1,12865,0
25731,0,36,35,1,1,11658,1
25732,2,62,61,1,1,12866,1
25733,0,36,35,1,1,11664,3
25734,1,62,61,1,1,12867,0
25735,0,80,79,1,1,11670,1
25736,3,75,74,1,1,12868,2
25737,0,170,169,1,1,11676,2
25738,1,75,74,1,1,12869,0
25739,0,80,79,1,1,11682,1
25740,2,75,74,1,1,12870,1
25741,0,98,97,1,1,11688,3
25742,1,60,59,1,1,12871,0
25743,0,142,141,1,1,11694,1
25744,3,75,74,1,1,12872,3
25745,0,142,141,1,1,11700,2
25746,1,81,80,1,1,12873,0
25747,0,142,141,1,1,11706,1
25748,2,75,74,1,1,12874,1
25749,0,98,97,1,1,11712,3
25750,1,75,74,1,1,12875,0
25751,0,98,97,1,1,11718,1
25752,3,75,74,1,1,12876,2
25753,0,36,35,1,1,11724,2
25754,1,75,74,1,1,12877,0
25755,0,88,87,1,1,11730,1
25756,2,168,167,1,1,12878,1
25757,0,142,141,1,1,11736,3
25758,1,52,51,1,1,12879,0
25759,0,126,125,1,1,11742,1
25760,3,23,22,1,1,12880,3
25761,0,54,53,1,1,11748,2
25762,1,124,123,1,1,12881,0
25763,0,49,48,1,1,11754,1
25764,2,38,37,1,1,12882,1
25765,0,49,48,1,1,11760,3
25766,1,38,37,1,1,12883,0
25767,0,142,141,1,1,11766,1
25768,3,23,22,1,1,12884,2
25769,0,59,58,1,1,11772,2
25770,1,23,22,1,1,12885,0
25771,0,98,97,1,1,11778,1
25772,2,75,74,1,1,12886,1
25773,0,98,97,1,1,11784,3
25774,1,78,77,1,1,12887,0
25775,0,80,79,1,1,11790,1
25776,3,23,22,1,1,12888,3
25777,0,142,141,1,1,11796,2
25778,1,58,57,1,1,12889,0
25779,0,142,141,1,1,11802,1
25780,2,23,22,1,1,12890,1
25781,0,23,22,1,1,11808,3
25782,1,111,110,1,1,12891,0
25783,0,73,72,1,1,11814,1
25784,3,23,22,1,1,12892,2
25785,0,142,141,1,1,11820,2
25786,1,23,22,1,1,12893,0
25787,0,60,59,1,1,11826,1
25788,2,75,74,1,1,12894,1
25789,0,98,97,1,1,11832,3
25790,1,78,77,1,1,12895,0
25791,0,47,46,1,1,11838,1
25792,3,23,22,1,1,12896,3
25793,0,36,35,1,1,11844,2
25794,1,62,61,1,1,12897,0
25795,0,36,35,1,1,11850,1
25796,2,62,61,1,1,12898,1
25797,0,49,48,1,1,11856,3
25798,1,62,61,1,1,12899,0
25799,0,36,35,1,1,11862,1
25800,3,62,61,1,1,12900,2
25801,0,142,141,1,1,11868,2
25802,1,62,61,1,1,12901,0
25803,0,142,141,1,1,11874,1
25804,2,62,61,1,1,12902,1
25805,0,49,48,1,1,11880,3
25806,1,34,33,1,1,12903,0
25807,0,49,48,1,1,11886,1
25808,3,23,22,1,1,12904,3
25809,0,98,97,1,1,11892,2
25810,1,76,75,1,1,12905,0
25811,0,98,97,1,1,11898,1
25812,2,23,22,1,1,12906,1
25813,0,23,22,1,1,11904,3
25814,1,75,74,1,1,12907,0
25815,0,142,141,1,1,11910,1
25816,3,195,194,1,1,12908,2
25817,0,49,48,1,1,11916,2
25818,1,195,194,1,1,12909,0
25819,0,49,48,1,1,11922,1
25820,2,195,194,1,1,12910,1
25821,0,93,92,1,1,11928,3
25822,1,73,72,1,1,12911,0
25823,0,142,141,1,1,11934,1
25824,3,75,74,1,1,12912,3
25825,0,142,141,1,1,11940,2
25826,1,23,22,1,1,12913,0
25827,0,23,22,1,1,11946,1
25828,2,168,167,1,1,12914,1
25829,0,49,48,1,1,11952,3
25830,1,168,167,1,1,12915,0
25831,0,54,53,1,1,11958,1
25832,3,75,74,1,1,12916,2
25833,0,49,48,1,1,11964,2
25834,1,75,74,1,1,12917,0
25835,0,93,92,1,1,11970,1
25836,2,75,74,1,1,12918,1
25837,0,49,48,1,1,11976,3
25838,1,60,59,1,1,12919,0
25839,0,78,77,1,1,11982,1
25840,3,75,74,1,1,12920,3
25841,0,49,48,1,1,11988,2
25842,1,126,125,1,1,12921,0
25843,0,49,48,1,1,11994,1
25844,2,75,74,1,1,12922,1
25845,0,49,48,1,1,12000,3
25846,1,75,74,1,1,12923,0
25847,0,41,40,1,1,12006,1
25848,3,70,69,1,1,12924,2
25849,0,41,40,1,1,12012,2
25850,1,70,69,1,1,12925,0
25851,0,93,92,1,1,12018,1
25852,2,59,58,1,1,12926,1
25853,0,142,141,1,1,12024,3
25854,1,155,154,1,1,12927,0
25855,0,179,178,1,1,12030,1
25856,3,31,30,1,1,12928,3
25857,0,41,40,1,1,12036,2
25858,1,117,116,1,1,12929,0
25859,0,41,40,1,1,12042,1
25860,2,23,22,1,1,12930,1
25861,0,23,22,1,1,12048,3
25862,1,23,22,1,1,12931,0
25863,0,186,185,1,1,12054,1
25864,3,113,112,1,1,12932,2
25865,0,93,92,1,1,12060,2
25866,1,113,112,1,1,12933,0
25867,0,41,40,1,1,12066,1
25868,2,113,112,1,1,12934,1
25869,0,67,66,1,1,12072,3
25870,1,60,59,1,1,12935,0
25871,0,67,66,1,1,12078,1
25872,3,49,48,1,1,12936,3
25873,0,67,66,1,1,12084,2
25874,1,77,76,1,1,12937,0
25875,0,93,92,1,1,12090,1
25876,2,49,48,1,1,12938,1
25877,0,111,110,1,1,12096,3
25878,1,113,112,1,1,12939,0
25879,0,67,66,1,1,12102,1
25880,3,49,48,1,1,12940,2
25881,0,67,66,1,1,12108,2
25882,1,49,48,1,1,12941,0
25883,0,117,116,1,1,12114,1
25884,2,130,129,1,1,12942,1
25885,0,47,46,1,1,12120,3
25886,1,111,110,1,1,12943,0
25887,0,142,141,1,1,12126,1
25888,3,49,48,1,1,12944,3
25889,0,23,22,1,1,12132,2
25890,1,124,123,1,1,12945,0
25891,0,62,61,1,1,12138,1
25892,2,124,123,1,1,12946,1
25893,0,62,61,1,1,12144,3
25894,1,124,123,1,1,12947,0
25895,0,62,61,1,1,12150,1
25896,3,49,48,1,1,12948,2
25897,0,155,154,1,1,12156,2
25898,1,49,48,1,1,12949,0
25899,0,62,61,1,1,12162,1
25900,2,49,48,1,1,12950,1
25901,0,111,110,1,1,12168,3
25902,1,135,134,1,1,12951,0
25903,0,155,154,1,1,12174,1
25904,3,49,48,1,1,12952,3
25905,0,36,35,1,1,12180,2
25906,1,168,167,1,1,12953,0
25907,0,36,35,1,1,12186,1
25908,2,49,48,1,1,12954,1
25909,0,111,110,1,1,12192,3
25910,1,119,118,1,1,12955,0
25911,0,91,90,1,1,12198,1
25912,3,124,123,1,1,12956,2
25913,0,155,154,1,1,12204,2
25914,1,124,123,1,1,12957,0
25915,0,111,110,1,1,12210,1
25916,2,29,28,1,1,12958,1
25917,0,155,154,1,1,12216,3
25918,1,105,104,1,1,12959,0
25919,0,53,52,1,1,12222,1
25920,3,31,30,1,1,12960,3
25921,0,111,110,1,1,12228,2
25922,1,168,167,1,1,12961,0
25923,0,62,61,1,1,12234,1
25924,2,168,167,1,1,12962,1
25925,0,49,48,1,1,12240,3
25926,1,168,167,1,1,12963,0
25927,0,186,185,1,1,12246,1
25928,3,114,113,1,1,12964,2
25929,0,62,61,1,1,12252,2
25930,1,114,113,1,1,12965,0
25931,0,49,48,1,1,12258,1
25932,2,114,113,1,1,12966,1
25933,0,49,48,1,1,12264,3
25934,1,73,72,1,1,12967,0
25935,0,62,61,1,1,12270,1
25936,3,31,30,1,1,12968,3
25937,0,62,61,1,1,12276,2
25938,1,115,114,1,1,12969,0
25939,0,49,48,1,1,12282,1
25940,2,31,30,1,1,12970,1
25941,0,18,17,1,1,12288,3
25942,1,49,48,1,1,12971,0
25943,0,111,110,1,1,12294,1
25944,3,49,48,1,1,12972,2
25945,0,155,154,1,1,12300,2
25946,1,49,48,1,1,12973,0
25947,0,93,92,1,1,12306,1
25948,2,49,48,1,1,12974,1
25949,0,36,35,1,1,12312,3
25950,1,166,165,1,1,12975,0
25951,0,155,154,1,1,12318,1
25952,3,137,136,1,1,12976,3
25953,0,155,154,1,1,12324,2
25954,1,49,48,1,1,12977,0
25955,0,36,35,1,1,12330,1
25956,2,49,48,1,1,12978,1
25957,0,36,35,1,1,12336,3
25958,1,49,48,1,1,12979,0
25959,0,115,114,1,1,12342,1
25960,3,137,136,1,1,12980,2
25961,0,111,110,1,1,12348,2
25962,1,137,136,1,1,12981,0
25963,0,111,110,1,1,12354,1
25964,2,168,167,1,1,12982,1
25965,0,62,61,1,1,12360,3
25966,1,47,46,1,1,12983,0
25967,0,155,154,1,1,12366,1
25968,3,137,136,1,1,12984,3
25969,0,124,123,1,1,12372,2
25970,1,49,48,1,1,12985,0
25971,0,36,35,1,1,12378,1
25972,2,137,136,1,1,12986,1
25973,0,124,123,1,1,12384,3
25974,1,121,120,1,1,12987,0
25975,0,109,108,1,1,12390,1
25976,3,49,48,1,1,12988,2
25977,0,134,133,1,1,12396,2
25978,1,49,48,1,1,12989,0
25979,0,36,35,1,1,12402,1
25980,2,28,27,1,1,12990,1
25981,0,155,154,1,1,12408,3
25982,1,119,118,1,1,12991,0
25983,0,42,41,1,1,12414,1
25984,3,44,43,1,1,12992,3
25985,0,155,154,1,1,12420,2
25986,1,137,136,1,1,12993,0
25987,0,124,123,1,1,12426,1
25988,2,124,123,1,1,12994,1
25989,0,36,35,1,1,12432,3
25990,1,124,123,1,1,12995,0
25991,0,124,123,1,1,12438,1
25992,3,137,136,1,1,12996,2
25993,0,36,35,1,1,12444,2
25994,1,137,136,1,1,12997,0
25995,0,36,35,1,1,12450,1
25996,2,137,136,1,1,12998,1
25997,0,124,123,1,1,12456,3
25998,1,135,134,1,1,12999,0
25999,0,62,61,1,1,12462,1
26000,3,137,136,1,1,13000,3
26001,0,62,61,1,1,12468,2
26002,1,31,30,1,1,13001,0
26003,0,62,61,1,1,12474,1
26004,2,137,136,1,1,13002,1
26005,0,124,123,1,1,12480,3
26006,1,124,123,1,1,13003,0
26007,0,62,61,1,1,12486,1
26008,3,137,136,1,1,13004,2
26009,0,62,61,1,1,12492,2
26010,1,137,136,1,1,13005,0
