r,v,initial_rank,n_start,escaped,escape_steps,final_rank
34352,3,26,165424,True,1,25
34354,1,41,34354,True,1,40
34354,1,41,99890,True,9,25
34354,1,41,165426,True,1,40
34356,2,26,34356,True,1,25
34356,2,26,99892,True,39,25
34356,2,26,165428,True,1,25
34358,1,62,34358,True,1,61
34358,1,62,99894,True,6,52
34358,1,62,165430,True,1,61
34360,3,78,34360,True,1,77
34360,3,78,99896,True,10,77
34360,3,78,165432,True,1,77
34362,1,78,34362,True,1,77
34362,1,78,99898,True,10,77
34362,1,78,165434,True,1,77
34364,2,81,34364,True,1,80
34364,2,81,99900,True,4,78
34364,2,81,165436,True,1,80
34366,1,83,34366,True,1,82
34366,1,83,99902,True,1,79
34366,1,83,165438,True,1,82
34368,3,26,34368,True,1,25
34368,3,26,99904,True,39,25
34368,3,26,165440,True,1,25
34370,1,61,34370,True,1,60
34370,1,61,99906,True,27,60
34370,1,61,165442,True,1,60
34372,2,26,34372,True,1,25
34372,2,26,99908,True,39,25
34372,2,26,165444,True,1,25
34374,1,26,34374,True,1,25
34374,1,26,99910,True,39,25
34374,1,26,165446,True,1,25
34376,3,26,34376,True,1,25
34376,3,26,99912,True,39,25
34376,3,26,165448,True,1,25
34378,1,26,34378,True,1,25
34378,1,26,99914,True,39,25
34378,1,26,165450,True,1,25
34380,2,26,34380,True,1,25
34380,2,26,99916,True,39,25
34380,2,26,165452,True,1,25
34382,1,63,34382,True,1,62
34382,1,63,99918,True,10,61
34382,1,63,165454,True,1,62
34384,3,26,34384,True,1,25
34384,3,26,99920,True,39,25
34384,3,26,165456,True,1,25
34386,1,81,34386,True,1,80
34386,1,81,99922,True,1,33
34386,1,81,165458,True,1,80
34388,2,26,34388,True,1,25
34388,2,26,99924,True,39,25
34388,2,26,165460,True,1,25
34390,1,39,34390,True,1,38
34390,1,39,99926,True,141,33
34390,1,39,165462,True,1,38
34392,3,65,34392,True,1,64
34392,3,65,99928,True,1,63
34392,3,65,165464,True,1,64
34394,1,65,34394,True,1,64
34394,1,65,99930,True,1,34
34394,1,65,165466,True,1,64
34396,2,65,34396,True,1,64
34396,2,65,99932,True,1,34
34396,2,65,165468,True,1,64
34398,1,39,34398,True,1,38
34398,1,39,99934,True,141,33
34398,1,39,165470,True,1,38
34400,3,26,34400,True,1,25
34400,3,26,99936,True,39,25
34400,3,26,165472,True,1,25
34402,1,65,34402,True,1,64
34402,1,65,99938,True,1,34
34402,1,65,165474,True,1,64
34404,2,65,34404,True,1,64
34404,2,65,99940,True,1,34
34404,2,65,165476,True,1,64
34406,1,52,34406,True,1,51
34406,1,52,99942,True,1,34
34406,1,52,165478,True,1,51
34408,3,26,34408,True,1,25
34408,3,26,99944,True,39,25
34408,3,26,165480,True,1,25
34410,1,26,34410,True,1,25
34410,1,26,99946,True,39,25
34410,1,26,165482,True,1,25
34412,2,79,34412,True,1,78
34412,2,79,99948,True,4,69
34412,2,79,165484,True,1,78
34414,1,101,34414,True,1,100
34414,1,101,99950,True,5,72
34414,1,101,165486,True,1,100
34416,3,198,34416,True,1,197
34416,3,198,99952,True,1,98
34416,3,198,165488,True,1,197
34418,1,78,34418,True,1,77
34418,1,78,99954,True,4,60
34418,1,78,165490,True,1,77
34420,2,198,34420,True,1,197
34420,2,198,99956,True,1,60
34420,2,198,165492,True,1,197
34422,1,52,34422,True,1,51
34422,1,52,99958,True,1,34
34422,1,52,165494,True,1,51
34424,3,198,34424,True,1,197
34424,3,198,99960,True,1,66
34424,3,198,165496,True,1,197
34426,1,198,34426,True,1,197
34426,1,198,99962,True,1,60
34426,1,198,165498,True,1,197
34428,2,76,34428,True,1,75
34428,2,76,99964,True,10,51
34428,2,76,165500,True,1,75
34430,1,145,34430,True,1,144
34430,1,145,99966,True,1,71
34430,1,145,165502,True,1,144
34432,3,34,34432,True,1,33
34432,3,34,99968,True,93,33
34432,3,34,165504,True,1,33
34434,1,26,34434,True,1,25
34434,1,26,99970,True,39,25
34434,1,26,165506,True,1,25
34436,2,171,34436,True,1,170
34436,2,171,99972,True,1,60
34436,2,171,165508,True,1,170
34438,1,52,34438,True,1,51
34438,1,52,99974,True,6,32
34438,1,52,165510,True,1,51
34440,3,78,34440,True,1,77
34440,3,78,99976,True,80,77
34440,3,78,165512,True,1,77
34442,1,78,34442,True,1,77
34442,1,78,99978,True,1,60
34442,1,78,165514,True,1,77
34444,2,78,34444,True,1,77
34444,2,78,99980,True,1,60
34444,2,78,165516,True,1,77
34446,1,96,34446,True,1,95
34446,1,96,99982,True,5,72
34446,1,96,165518,True,1,95
34448,3,78,34448,True,1,77
34448,3,78,99984,True,80,77
34448,3,78,165520,True,1,77
34450,1,63,34450,True,1,62
34450,1,63,99986,True,1,60
34450,1,63,165522,True,1,62
34452,2,78,34452,True,1,77
34452,2,78,99988,True,1,60
34452,2,78,165524,True,1,77
34454,1,52,34454,True,1,51
34454,1,52,99990,True,5,41
34454,1,52,165526,True,1,51
34456,3,78,34456,True,1,77
34456,3,78,99992,True,80,77
34456,3,78,165528,True,1,77
34458,1,78,34458,True,1,77
34458,1,78,99994,True,1,60
34458,1,78,165530,True,1,77
34460,2,78,34460,True,1,77
34460,2,78,99996,True,1,60
34460,2,78,165532,True,1,77
34462,1,44,34462,True,1,43
34462,1,44,99998,True,44,43
34462,1,44,165534,True,1,43
34464,3,34,34464,True,1,33
34464,3,34,100000,True,93,33
34464,3,34,165536,True,1,33
34466,1,73,34466,True,1,72
34466,1,73,100002,True,6,35
34466,1,73,165538,True,1,72
34468,2,62,34468,True,1,61
34468,2,62,100004,True,4,51
34468,2,62,165540,True,1,61
34470,1,145,34470,True,1,144
34470,1,145,100006,True,1,91
34470,1,145,165542,True,1,144
34472,3,34,34472,True,1,33
34472,3,34,100008,True,93,33
34472,3,34,165544,True,1,33
34474,1,34,34474,True,1,33
34474,1,34,100010,True,1,29
34474,1,34,165546,True,1,33
34476,2,120,34476,True,1,119
34476,2,120,100012,True,1,60
34476,2,120,165548,True,1,119
34478,1,44,34478,True,1,43
34478,1,44,100014,True,44,43
34478,1,44,165550,True,1,43
34480,3,116,34480,True,1,115
34480,3,116,100016,True,1,112
34480,3,116,165552,True,1,115
34482,1,26,34482,True,1,25
34482,1,26,100018,True,39,25
34482,1,26,165554,True,1,25
34484,2,116,34484,True,1,115
34484,2,116,100020,True,4,109
34484,2,116,165556,True,1,115
34486,1,96,34486,True,1,95
34486,1,96,100022,True,5,72
34486,1,96,165558,True,1,95
34488,3,116,34488,True,1,115
34488,3,116,100024,True,1,66
34488,3,116,165560,True,1,115
34490,1,116,34490,True,1,115
34490,1,116,100026,True,4,63
34490,1,116,165562,True,1,115
34492,2,63,34492,True,1,62
34492,2,63,100028,True,1,60
34492,2,63,165564,True,1,62
34494,1,70,34494,True,1,69
34494,1,70,100030,True,1,48
34494,1,70,165566,True,1,69
34496,3,52,34496,True,1,51
34496,3,52,100032,True,106,51
34496,3,52,165568,True,1,51
34498,1,80,34498,True,1,79
34498,1,80,100034,True,1,52
34498,1,80,165570,True,1,79
34500,2,52,34500,True,1,51
34500,2,52,100036,True,106,51
34500,2,52,165572,True,1,51
34502,1,114,34502,True,1,113
34502,1,114,100038,True,1,78
34502,1,114,165574,True,1,113
34504,3,52,34504,True,1,51
34504,3,52,100040,True,106,51
34504,3,52,165576,True,1,51
34506,1,52,34506,True,1,51
34506,1,52,100042,True,106,51
34506,1,52,165578,True,1,51
34508,2,52,34508,True,1,51
34508,2,52,100044,True,4,51
34508,2,52,165580,True,1,51
34510,1,120,34510,True,1,119
34510,1,120,100046,True,1,85
34510,1,120,165582,True,1,119
34512,3,52,34512,True,1,51
34512,3,52,100048,True,106,51
34512,3,52,165584,True,1,51
34514,1,114,34514,True,1,113
34514,1,114,100050,True,1,71
34514,1,114,165586,True,1,113
34516,2,52,34516,True,1,51
34516,2,52,100052,True,106,51
34516,2,52,165588,True,1,51
34518,1,26,34518,True,1,25
34518,1,26,100054,True,39,25
34518,1,26,165590,True,1,25
34520,3,127,34520,True,1,126
34520,3,127,100056,True,14,99
34520,3,127,165592,True,1,126
34522,1,127,34522,True,1,126
34522,1,127,100058,True,1,52
34522,1,127,165594,True,1,126
34524,2,127,34524,True,1,126
34524,2,127,100060,True,1,52
34524,2,127,165596,True,1,126
34526,1,65,34526,True,1,64
34526,1,65,100062,True,1,54
34526,1,65,165598,True,1,64
34528,3,52,34528,True,1,51
34528,3,52,100064,True,106,51
34528,3,52,165600,True,1,51
34530,1,52,34530,True,1,51
34530,1,52,100066,True,4,51
34530,1,52,165602,True,1,51
34532,2,52,34532,True,1,51
34532,2,52,100068,True,106,51
34532,2,52,165604,True,1,51
34534,1,114,34534,True,1,113
34534,1,114,100070,True,1,78
34534,1,114,165606,True,1,113
34536,3,52,34536,True,1,51
34536,3,52,100072,True,106,51
34536,3,52,165608,True,1,51
34538,1,52,34538,True,1,51
34538,1,52,100074,True,106,51
34538,1,52,165610,True,1,51
34540,2,171,34540,True,1,170
34540,2,171,100076,True,1,34
34540,2,171,165612,True,1,170
34542,1,39,34542,True,1,38
34542,1,39,100078,True,1,34
34542,1,39,165614,True,1,38
34544,3,127,34544,True,1,126
34544,3,127,100080,True,1,41
34544,3,127,165616,True,1,126
34546,1,122,34546,True,1,121
34546,1,122,100082,True,1,95
34546,1,122,165618,True,1,121
34548,2,127,34548,True,1,126
34548,2,127,100084,True,1,52
34548,2,127,165620,True,1,126
34550,1,158,34550,True,1,157
34550,1,158,100086,True,1,104
34550,1,158,165622,True,1,157
34552,3,32,34552,True,1,31
34552,3,32,100088,True,14,28
34552,3,32,165624,True,1,31
34554,1,32,34554,True,1,31
34554,1,32,100090,True,14,28
34554,1,32,165626,True,1,31
34556,2,108,34556,True,1,107
34556,2,108,100092,True,4,86
34556,2,108,165628,True,1,107
34558,1,56,34558,True,1,55
34558,1,56,100094,True,22,37
34558,1,56,165630,True,1,55
34560,3,47,34560,True,1,46
34560,3,47,100096,True,80,46
34560,3,47,165632,True,1,46
34562,1,171,34562,True,1,170
34562,1,171,100098,True,1,78
34562,1,171,165634,True,1,170
34564,2,171,34564,True,1,170
34564,2,171,100100,True,1,104
34564,2,171,165636,True,1,170
34566,1,52,34566,True,1,51
34566,1,52,100102,True,36,51
34566,1,52,165638,True,1,51
34568,3,117,34568,True,1,116
34568,3,117,100104,True,1,93
34568,3,117,165640,True,1,116
34570,1,117,34570,True,1,116
34570,1,117,100106,True,1,104
34570,1,117,165642,True,1,116
34572,2,117,34572,True,1,116
34572,2,117,100108,True,1,104
34572,2,117,165644,True,1,116
34574,1,52,34574,True,1,51
34574,1,52,100110,True,36,51
34574,1,52,165646,True,1,51
34576,3,34,34576,True,1,33
34576,3,34,100112,True,93,33
34576,3,34,165648,True,1,33
34578,1,76,34578,True,1,75
34578,1,76,100114,True,1,60
34578,1,76,165650,True,1,75
34580,2,34,34580,True,1,33
34580,2,34,100116,True,1,29
34580,2,34,165652,True,1,33
34582,1,65,34582,True,1,64
34582,1,65,100118,True,9,39
34582,1,65,165654,True,1,64
34584,3,34,34584,True,1,33
34584,3,34,100120,True,93,33
34584,3,34,165656,True,1,33
34586,1,34,34586,True,1,33
34586,1,34,100122,True,1,29
34586,1,34,165658,True,1,33
34588,2,52,34588,True,1,51
34588,2,52,100124,True,17,44
34588,2,52,165660,True,1,51
34590,1,114,34590,True,1,113
34590,1,114,100126,True,1,78
34590,1,114,165662,True,1,113
34592,3,140,34592,True,1,139
34592,3,140,100128,True,1,112
34592,3,140,165664,True,1,139
34594,1,52,34594,True,1,51
34594,1,52,100130,True,13,51
34594,1,52,165666,True,1,51
34596,2,52,34596,True,1,51
34596,2,52,100132,True,9,41
34596,2,52,165668,True,1,51
34598,1,39,34598,True,1,38
34598,1,39,100134,True,26,38
34598,1,39,165670,True,1,38
34600,3,140,34600,True,1,139
34600,3,140,100136,True,1,112
34600,3,140,165672,True,1,139
34602,1,140,34602,True,1,139
34602,1,140,100138,True,1,122
34602,1,140,165674,True,1,139
34604,2,52,34604,True,1,51
34604,2,52,100140,True,13,51
34604,2,52,165676,True,1,51
34606,1,39,34606,True,1,38
34606,1,39,100142,True,26,38
34606,1,39,165678,True,1,38
34608,3,140,34608,True,1,139
34608,3,140,100144,True,1,112
34608,3,140,165680,True,1,139
34610,1,52,34610,True,1,51
34610,1,52,100146,True,13,51
34610,1,52,165682,True,1,51
34612,2,140,34612,True,1,139
34612,2,140,100148,True,1,122
34612,2,140,165684,True,1,139
34614,1,114,34614,True,1,113
34614,1,114,100150,True,1,67
34614,1,114,165686,True,1,113
34616,3,171,34616,True,1,170
34616,3,171,100152,True,1,66
34616,3,171,165688,True,1,170
34618,1,171,34618,True,1,170
34618,1,171,100154,True,1,34
34618,1,171,165690,True,1,170
34620,2,50,34620,True,1,49
34620,2,50,100156,True,1,34
34620,2,50,165692,True,1,49
34622,1,158,34622,True,1,157
34622,1,158,100158,True,1,85
34622,1,158,165694,True,1,157
34624,3,47,34624,True,1,46
34624,3,47,100160,True,80,46
34624,3,47,165696,True,1,46
34626,1,52,34626,True,1,51
34626,1,52,100162,True,14,50
34626,1,52,165698,True,1,51
34628,2,140,34628,True,1,139
34628,2,140,100164,True,1,122
34628,2,140,165700,True,1,139
34630,1,127,34630,True,1,126
34630,1,127,100166,True,1,122
34630,1,127,165702,True,1,126
34632,3,52,34632,True,1,51
34632,3,52,100168,True,14,49
34632,3,52,165704,True,1,51
34634,1,52,34634,True,1,51
34634,1,52,100170,True,14,49
34634,1,52,165706,True,1,51
34636,2,52,34636,True,1,51
34636,2,52,100172,True,14,49
34636,2,52,165708,True,1,51
34638,1,39,34638,True,1,38
34638,1,39,100174,True,26,38
34638,1,39,165710,True,1,38
34640,3,47,34640,True,1,46
34640,3,47,100176,True,80,46
34640,3,47,165712,True,1,46
34642,1,122,34642,True,1,121
34642,1,122,100178,True,4,86
34642,1,122,165714,True,1,121
34644,2,47,34644,True,1,46
34644,2,47,100180,True,1,21
34644,2,47,165716,True,1,46
34646,1,158,34646,True,1,157
34646,1,158,100182,True,5,54
34646,1,158,165718,True,1,157
34648,3,127,34648,True,1,126
34648,3,127,100184,True,17,61
34648,3,127,165720,True,1,126
34650,1,127,34650,True,1,126
34650,1,127,100186,True,17,61
34650,1,127,165722,True,1,126
34652,2,127,34652,True,1,126
34652,2,127,100188,True,6,72
34652,2,127,165724,True,1,126
34654,1,127,34654,True,1,126
34654,1,127,100190,True,1,122
34654,1,127,165726,True,1,126
34656,3,140,34656,True,1,139
34656,3,140,100192,True,1,112
34656,3,140,165728,True,1,139
34658,1,140,34658,True,1,139
34658,1,140,100194,True,1,60
34658,1,140,165730,True,1,139
34660,2,140,34660,True,1,139
34660,2,140,100196,True,1,60
34660,2,140,165732,True,1,139
34662,1,127,34662,True,1,126
34662,1,127,100198,True,1,60
34662,1,127,165734,True,1,126
34664,3,140,34664,True,1,139
34664,3,140,100200,True,1,112
34664,3,140,165736,True,1,139
34666,1,140,34666,True,1,139
34666,1,140,100202,True,1,60
34666,1,140,165738,True,1,139
34668,2,34,34668,True,1,33
34668,2,34,100204,True,31,33
34668,2,34,165740,True,1,33
34670,1,65,34670,True,1,64
34670,1,65,100206,True,1,47
34670,1,65,165742,True,1,64
34672,3,140,34672,True,1,139
34672,3,140,100208,True,1,112
34672,3,140,165744,True,1,139
34674,1,127,34674,True,1,126
34674,1,127,100210,True,1,47
34674,1,127,165746,True,1,126
34676,2,140,34676,True,1,139
34676,2,140,100212,True,1,60
34676,2,140,165748,True,1,139
34678,1,65,34678,True,1,64
34678,1,65,100214,True,1,47
34678,1,65,165750,True,1,64
34680,3,80,34680,True,1,79
34680,3,80,100216,True,23,66
34680,3,80,165752,True,1,79
34682,1,80,34682,True,1,79
34682,1,80,100218,True,1,73
34682,1,80,165754,True,1,79
34684,2,125,34684,True,1,124
34684,2,125,100220,True,1,73
34684,2,125,165756,True,1,124
34686,1,43,34686,True,1,42
34686,1,43,100222,True,33,36
34686,1,43,165758,True,1,42
34688,3,47,34688,True,1,46
34688,3,47,100224,True,80,46
34688,3,47,165760,True,1,46
34690,1,140,34690,True,1,139
34690,1,140,100226,True,1,122
34690,1,140,165762,True,1,139
34692,2,140,34692,True,1,139
34692,2,140,100228,True,1,122
34692,2,140,165764,True,1,139
34694,1,127,34694,True,1,126
34694,1,127,100230,True,1,122
34694,1,127,165766,True,1,126
34696,3,47,34696,True,1,46
34696,3,47,100232,True,80,46
34696,3,47,165768,True,1,46
34698,1,47,34698,True,1,46
34698,1,47,100234,True,1,21
34698,1,47,165770,True,1,46
34700,2,47,34700,True,1,46
34700,2,47,100236,True,1,21
34700,2,47,165772,True,1,46
34702,1,65,34702,True,1,64
34702,1,65,100238,True,5,54
34702,1,65,165774,True,1,64
34704,3,78,34704,True,1,77
34704,3,78,100240,True,1,71
34704,3,78,165776,True,1,77
34706,1,138,34706,True,1,137
34706,1,138,100242,True,4,55
34706,1,138,165778,True,1,137
34708,2,78,34708,True,1,77
34708,2,78,100244,True,1,73
34708,2,78,165780,True,1,77
34710,1,127,34710,True,1,126
34710,1,127,100246,True,1,60
34710,1,127,165782,True,1,126
34712,3,78,34712,True,1,77
34712,3,78,100248,True,1,71
34712,3,78,165784,True,1,77
34714,1,78,34714,True,1,77
34714,1,78,100250,True,1,73
34714,1,78,165786,True,1,77
34716,2,117,34716,True,1,116
34716,2,117,100252,True,1,79
34716,2,117,165788,True,1,116
34718,1,65,34718,True,1,64
34718,1,65,100254,True,17,45
34718,1,65,165790,True,1,64
34720,3,47,34720,True,1,46
34720,3,47,100256,True,80,46
34720,3,47,165792,True,1,46
34722,1,78,34722,True,1,77
34722,1,78,100258,True,1,73
34722,1,78,165794,True,1,77
34724,2,37,34724,True,1,36
34724,2,37,100260,True,11,30
34724,2,37,165796,True,1,36
34726,1,65,34726,True,1,64
34726,1,65,100262,True,11,30
34726,1,65,165798,True,1,64
34728,3,47,34728,True,1,46
34728,3,47,100264,True,80,46
34728,3,47,165800,True,1,46
34730,1,47,34730,True,1,46
34730,1,47,100266,True,1,21
34730,1,47,165802,True,1,46
34732,2,67,34732,True,1,66
34732,2,67,100268,True,1,56
34732,2,67,165804,True,1,66
34734,1,96,34734,True,1,95
34734,1,96,100270,True,1,56
34734,1,96,165806,True,1,95
34736,3,52,34736,True,1,51
34736,3,52,100272,True,13,51
34736,3,52,165808,True,1,51
34738,1,47,34738,True,1,46
34738,1,47,100274,True,1,21
34738,1,47,165810,True,1,46
34740,2,52,34740,True,1,51
34740,2,52,100276,True,13,51
34740,2,52,165812,True,1,51
34742,1,127,34742,True,1,126
34742,1,127,100278,True,1,60
34742,1,127,165814,True,1,126
34744,3,52,34744,True,1,51
34744,3,52,100280,True,13,51
34744,3,52,165816,True,1,51
34746,1,52,34746,True,1,51
34746,1,52,100282,True,13,51
34746,1,52,165818,True,1,51
34748,2,76,34748,True,1,75
34748,2,76,100284,True,6,62
34748,2,76,165820,True,1,75
34750,1,57,34750,True,1,56
34750,1,57,100286,True,7,40
34750,1,57,165822,True,1,56
34752,3,140,34752,True,1,139
34752,3,140,100288,True,1,63
34752,3,140,165824,True,1,139
34754,1,63,34754,True,1,62
34754,1,63,100290,True,4,56
34754,1,63,165826,True,1,62
34756,2,47,34756,True,1,46
34756,2,47,100292,True,1,21
34756,2,47,165828,True,1,46
34758,1,34,34758,True,1,33
34758,1,34,100294,True,1,21
34758,1,34,165830,True,1,33
34760,3,52,34760,True,1,51
34760,3,52,100296,True,27,19
34760,3,52,165832,True,1,51
34762,1,52,34762,True,1,51
34762,1,52,100298,True,27,19
34762,1,52,165834,True,1,51
34764,2,52,34764,True,1,51
34764,2,52,100300,True,27,19
34764,2,52,165836,True,1,51
34766,1,83,34766,True,1,82
34766,1,83,100302,True,7,63
34766,1,83,165838,True,1,82
34768,3,140,34768,True,1,139
34768,3,140,100304,True,1,63
34768,3,140,165840,True,1,139
34770,1,71,34770,True,1,70
34770,1,71,100306,True,1,68
34770,1,71,165842,True,1,70
34772,2,140,34772,True,1,139
34772,2,140,100308,True,1,47
34772,2,140,165844,True,1,139
34774,1,57,34774,True,1,56
34774,1,57,100310,True,37,54
34774,1,57,165846,True,1,56
34776,3,205,34776,True,1,204
34776,3,205,100312,True,1,72
34776,3,205,165848,True,1,204
34778,1,205,34778,True,1,204
34778,1,205,100314,True,1,111
34778,1,205,165850,True,1,204
34780,2,205,34780,True,1,204
34780,2,205,100316,True,1,111
34780,2,205,165852,True,1,204
34782,1,83,34782,True,1,82
34782,1,83,100318,True,1,75
34782,1,83,165854,True,1,82
34784,3,140,34784,True,1,139
34784,3,140,100320,True,1,36
34784,3,140,165856,True,1,139
34786,1,140,34786,True,1,139
34786,1,140,100322,True,1,47
34786,1,140,165858,True,1,139
34788,2,125,34788,True,1,124
34788,2,125,100324,True,1,122
34788,2,125,165860,True,1,124
34790,1,127,34790,True,1,126
34790,1,127,100326,True,1,122
34790,1,127,165862,True,1,126
34792,3,140,34792,True,1,139
34792,3,140,100328,True,1,36
34792,3,140,165864,True,1,139
34794,1,140,34794,True,1,139
34794,1,140,100330,True,1,47
34794,1,140,165866,True,1,139
34796,2,125,34796,True,1,124
34796,2,125,100332,True,6,79
34796,2,125,165868,True,1,124
34798,1,78,34798,True,1,77
34798,1,78,100334,True,5,41
34798,1,78,165870,True,1,77
34800,3,62,34800,True,1,61
34800,3,62,100336,True,35,45
34800,3,62,165872,True,1,61
34802,1,53,34802,True,1,52
34802,1,53,100338,True,14,49
34802,1,53,165874,True,1,52
34804,2,62,34804,True,1,61
34804,2,62,100340,True,35,45
34804,2,62,165876,True,1,61
34806,1,78,34806,True,1,77
34806,1,78,100342,True,5,41
34806,1,78,165878,True,1,77
34808,3,53,34808,True,1,52
34808,3,53,100344,True,35,45
34808,3,53,165880,True,1,52
34810,1,53,34810,True,1,52
34810,1,53,100346,True,35,45
34810,1,53,165882,True,1,52
34812,2,112,34812,True,1,111
34812,2,112,100348,True,4,96
34812,2,112,165884,True,1,111
34814,1,44,34814,True,1,43
34814,1,44,100350,True,9,34
34814,1,44,165886,True,1,43
34816,3,21,34816,True,1,20
34816,3,21,100352,True,13,20
34816,3,21,165888,True,1,20
34818,1,171,34818,True,1,170
34818,1,171,100354,True,1,47
34818,1,171,165890,True,1,170
34820,2,171,34820,True,1,170
34820,2,171,100356,True,1,47
34820,2,171,165892,True,1,170
34822,1,65,34822,True,1,64
34822,1,65,100358,True,1,47
34822,1,65,165894,True,1,64
34824,3,140,34824,True,1,139
34824,3,140,100360,True,1,63
34824,3,140,165896,True,1,139
34826,1,140,34826,True,1,139
34826,1,140,100362,True,1,135
34826,1,140,165898,True,1,139
34828,2,140,34828,True,1,139
34828,2,140,100364,True,1,135
34828,2,140,165900,True,1,139
34830,1,65,34830,True,1,64
34830,1,65,100366,True,1,47
34830,1,65,165902,True,1,64
34832,3,140,34832,True,1,139
34832,3,140,100368,True,1,63
34832,3,140,165904,True,1,139
34834,1,45,34834,True,1,44
34834,1,45,100370,True,13,44
34834,1,45,165906,True,1,44
34836,2,140,34836,True,1,139
34836,2,140,100372,True,1,135
34836,2,140,165908,True,1,139
34838,1,26,34838,True,1,25
34838,1,26,100374,True,39,25
34838,1,26,165910,True,1,25
34840,3,140,34840,True,1,139
34840,3,140,100376,True,1,63
34840,3,140,165912,True,1,139
34842,1,140,34842,True,1,139
34842,1,140,100378,True,1,135
34842,1,140,165914,True,1,139
34844,2,109,34844,True,1,108
34844,2,109,100380,True,6,35
34844,2,109,165916,True,1,108
34846,1,78,34846,True,1,77
34846,1,78,100382,True,1,29
34846,1,78,165918,True,1,77
34848,3,47,34848,True,1,46
34848,3,47,100384,True,1,37
34848,3,47,165920,True,1,46
34850,1,140,34850,True,1,139
34850,1,140,100386,True,1,135
34850,1,140,165922,True,1,139
34852,2,140,34852,True,1,139
34852,2,140,100388,True,1,135
34852,2,140,165924,True,1,139
34854,1,26,34854,True,1,25
34854,1,26,100390,True,39,25
34854,1,26,165926,True,1,25
34856,3,47,34856,True,1,46
34856,3,47,100392,True,1,37
34856,3,47,165928,True,1,46
34858,1,47,34858,True,1,46
34858,1,47,100394,True,1,42
34858,1,47,165930,True,1,46
34860,2,140,34860,True,1,139
34860,2,140,100396,True,1,135
34860,2,140,165932,True,1,139
34862,1,26,34862,True,1,25
34862,1,26,100398,True,39,25
34862,1,26,165934,True,1,25
34864,3,47,34864,True,1,46
34864,3,47,100400,True,1,37
34864,3,47,165936,True,1,46
34866,1,109,34866,True,1,108
34866,1,109,100402,True,1,73
34866,1,109,165938,True,1,108
34868,2,47,34868,True,1,46
34868,2,47,100404,True,1,42
34868,2,47,165940,True,1,46
34870,1,73,34870,True,1,72
34870,1,73,100406,True,1,62
34870,1,73,165942,True,1,72
34872,3,171,34872,True,1,170
34872,3,171,100408,True,1,79
34872,3,171,165944,True,1,170
34874,1,171,34874,True,1,170
34874,1,171,100410,True,1,47
34874,1,171,165946,True,1,170
34876,2,76,34876,True,1,75
34876,2,76,100412,True,1,47
34876,2,76,165948,True,1,75
34878,1,133,34878,True,1,132
34878,1,133,100414,True,1,58
34878,1,133,165950,True,1,132
34880,3,47,34880,True,1,46
34880,3,47,100416,True,1,37
34880,3,47,165952,True,1,46
34882,1,171,34882,True,1,170
34882,1,171,100418,True,1,47
34882,1,171,165954,True,1,170
34884,2,47,34884,True,1,46
34884,2,47,100420,True,1,42
34884,2,47,165956,True,1,46
34886,1,34,34886,True,1,33
34886,1,34,100422,True,6,32
34886,1,34,165958,True,1,33
34888,3,140,34888,True,1,139
34888,3,140,100424,True,1,63
34888,3,140,165960,True,1,139
34890,1,140,34890,True,1,139
34890,1,140,100426,True,1,135
34890,1,140,165962,True,1,139
34892,2,140,34892,True,1,139
34892,2,140,100428,True,1,135
34892,2,140,165964,True,1,139
34894,1,52,34894,True,1,51
34894,1,52,100430,True,10,46
34894,1,52,165966,True,1,51
34896,3,47,34896,True,1,46
34896,3,47,100432,True,1,37
34896,3,47,165968,True,1,46
34898,1,63,34898,True,1,62
34898,1,63,100434,True,1,57
34898,1,63,165970,True,1,62
34900,2,47,34900,True,1,46
34900,2,47,100436,True,1,42
34900,2,47,165972,True,1,46
34902,1,140,34902,True,1,139
34902,1,140,100438,True,5,129
34902,1,140,165974,True,1,139
34904,3,140,34904,True,1,139
34904,3,140,100440,True,1,107
34904,3,140,165976,True,1,139
34906,1,140,34906,True,1,139
34906,1,140,100442,True,1,135
34906,1,140,165978,True,1,139
34908,2,140,34908,True,1,139
34908,2,140,100444,True,1,135
34908,2,140,165980,True,1,139
34910,1,52,34910,True,1,51
34910,1,52,100446,True,1,43
34910,1,52,165982,True,1,51
34912,3,47,34912,True,1,46
34912,3,47,100448,True,1,37
34912,3,47,165984,True,1,46
34914,1,140,34914,True,1,139
34914,1,140,100450,True,1,135
34914,1,140,165986,True,1,139
34916,2,140,34916,True,1,139
34916,2,140,100452,True,1,135
34916,2,140,165988,True,1,139
34918,1,47,34918,True,1,46
34918,1,47,100454,True,62,46
34918,1,47,165990,True,1,46
34920,3,47,34920,True,1,46
34920,3,47,100456,True,1,37
34920,3,47,165992,True,1,46
34922,1,47,34922,True,1,46
34922,1,47,100458,True,1,42
34922,1,47,165994,True,1,46
34924,2,131,34924,True,1,130
34924,2,131,100460,True,4,51
34924,2,131,165996,True,1,130
34926,1,140,34926,True,1,139
34926,1,140,100462,True,5,67
34926,1,140,165998,True,1,139
34928,3,140,34928,True,1,139
34928,3,140,100464,True,1,107
34928,3,140,166000,True,1,139
34930,1,52,34930,True,1,51
34930,1,52,100466,True,4,29
34930,1,52,166002,True,1,51
34932,2,140,34932,True,1,139
34932,2,140,100468,True,1,135
34932,2,140,166004,True,1,139
34934,1,140,34934,True,1,139
34934,1,140,100470,True,1,135
