r,v 
39998,1
40000,3
40002,1
40004,2
40006,1
40008,3
40010,1
40012,2
40014,1
40016,3
40018,1
40020,2
40022,1
40024,3
40026,1
40028,2
40030,1
40032,3
40034,1
40036,2
40038,1
40040,3
40042,1
40044,2
40046,1
40048,3
40050,1
40052,2
40054,1
40056,3
40058,1
40060,2
40062,1
40064,3
40066,1
40068,2
40070,1
40072,3
40074,1
40076,2
40078,1
40080,3
40082,1
40084,2
40086,1
40088,3
40090,1
40092,2
40094,1
40096,3
40098,1
40100,2
40102,1
40104,3
40106,1
40108,2
40110,1
40112,3
40114,1
40116,2
40118,1
40120,3
40122,1
40124,2
40126,1
40128,3
40130,1
40132,2
40134,1
40136,3
40138,1
40140,2
40142,1
40144,3
40146,1
40148,2
40150,1
40152,3
40154,1
40156,2
40158,1
40160,3
40162,1
40164,2
40166,1
40168,3
40170,1
40172,2
40174,1
40176,3
40178,1
40180,2
40182,1
40184,3
40186,1
40188,2
40190,1
40192,3
40194,1
40196,2
40198,1
40200,3
40202,1
40204,2
40206,1
40208,3
40210,1
40212,2
40214,1
40216,3
40218,1
40220,2
40222,1
40224,3
40226,1
40228,2
40230,1
40232,3
40234,1
40236,2
40238,1
40240,3
40242,1
40244,2
40246,1
40248,3
40250,1
40252,2
40254,1
40256,3
40258,1
40260,2
40262,1
40264,3
40266,1
40268,2
40270,1
40272,3
40274,1
40276,2
40278,1
40280,3
40282,1
40284,2
40286,1
40288,3
40290,1
40292,2
40294,1
40296,3
40298,1
40300,2
40302,1
40304,3
40306,1
40308,2
40310,1
40312,3
40314,1
40316,2
40318,1
40320,3
40322,1
40324,2
40326,1
40328,3
40330,1
40332,2
40334,1
40336,3
40338,1
40340,2
40342,1
40344,3
40346,1
40348,2
40350,1
40352,3
40354,1
40356,2
40358,1
40360,3
40362,1
40364,2
40366,1
40368,3
40370,1
40372,2
40374,1
40376,3
40378,1
40380,2
40382,1
40384,3
40386,1
40388,2
40390,1
40392,3
40394,1
40396,2
40398,1
40400,3
40402,1
40404,2
40406,1
40408,3
40410,1
40412,2
40414,1
40416,3
40418,1
40420,2
40422,1
40424,3
40426,1
40428,2
40430,1
40432,3
40434,1
40436,2
40438,1
40440,3
40442,1
40444,2
40446,1
40448,3
40450,1
40452,2
40454,1
40456,3
40458,1
40460,2
40462,1
40464,3
40466,1
40468,2
40470,1
40472,3
40474,1
40476,2
40478,1
40480,3
40482,1
40484,2
40486,1
40488,3
40490,1
40492,2
40494,1
40496,3
40498,1
40500,2
40502,1
40504,3
40506,1
40508,2
40510,1
40512,3
40514,1
40516,2
40518,1
40520,3
40522,1
40524,2
40526,1
40528,3
40530,1
40532,2
40534,1
40536,3
40538,1
40540,2
40542,1
40544,3
40546,1
40548,2
40550,1
40552,3
40554,1
40556,2
40558,1
40560,3
40562,1
40564,2
40566,1
40568,3
40570,1
40572,2
40574,1
40576,3
40578,1
40580,2
40582,1
40584,3
40586,1
40588,2
40590,1
40592,3
40594,1
40596,2
40598,1
40600,3
40602,1
40604,2
40606,1
40608,3
40610,1
40612,2
40614,1
40616,3
40618,1
40620,2
40622,1
40624,3
40626,1
40628,2
40630,1
40632,3
40634,1
40636,2
40638,1
40640,3
40642,1
40644,2
40646,1
40648,3
40650,1
40652,2
40654,1
40656,3
40658,1
40660,2
40662,1
40664,3
40666,1
40668,2
40670,1
40672,3
40674,1
40676,2
40678,1
40680,3
40682,1
40684,2
40686,1
40688,3
40690,1
40692,2
40694,1
40696,3
40698,1
40700,2
40702,1
40704,3
40706,1
40708,2
40710,1
40712,3
40714,1
40716,2
40718,1
40720,3
40722,1
40724,2
40726,1
40728,3
40730,1
40732,2
40734,1
40736,3
40738,1
40740,2
40742,1
40744,3
40746,1
40748,2
40750,1
40752,3
40754,1
40756,2
40758,1
40760,3
40762,1
40764,2
40766,1
40768,3
40770,1
40772,2
40774,1
40776,3
40778,1
40780,2
40782,1
40784,3
40786,1
40788,2
40790,1
40792,3
40794,1
40796,2
40798,1
40800,3
40802,1
40804,2
40806,1
40808,3
40810,1
40812,2
40814,1
40816,3
40818,1
40820,2
40822,1
40824,3
40826,1
40828,2
40830,1
40832,3
40834,1
40836,2
40838,1
40840,3
40842,1
40844,2
40846,1
40848,3
40850,1
40852,2
40854,1
40856,3
40858,1
40860,2
40862,1
40864,3
40866,1
40868,2
40870,1
40872,3
40874,1
40876,2
40878,1
40880,3
40882,1
40884,2
40886,1
40888,3
40890,1
40892,2
40894,1
40896,3
40898,1
40900,2
40902,1
40904,3
40906,1
40908,2
40910,1
40912,3
40914,1
40916,2
40918,1
40920,3
40922,1
40924,2
40926,1
40928,3
40930,1
40932,2
40934,1
40936,3
40938,1
40940,2
40942,1
40944,3
40946,1
40948,2
40950,1
40952,3
40954,1
40956,2
40958,1
40960,3
40962,1
40964,2
40966,1
40968,3
40970,1
40972,2
40974,1
40976,3
40978,1
40980,2
40982,1
40984,3
40986,1
40988,2
40990,1
40992,3
40994,1
40996,2
40998,1
41000,3
41002,1
41004,2
41006,1
41008,3
41010,1
41012,2
41014,1
41016,3
41018,1
41020,2
41022,1
41024,3
41026,1
41028,2
41030,1
41032,3
41034,1
41036,2
41038,1
41040,3
41042,1
41044,2
41046,1
41048,3
41050,1
41052,2
41054,1
41056,3
41058,1
41060,2
41062,1
41064,3
41066,1
41068,2
41070,1
41072,3
41074,1
41076,2
41078,1
41080,3
41082,1
41084,2
41086,1
41088,3
41090,1
41092,2
41094,1
41096,3
41098,1
41100,2
41102,1
41104,3
41106,1
41108,2
41110,1
41112,3
41114,1
41116,2
41118,1
41120,3
41122,1
41124,2
41126,1
41128,3
41130,1
41132,2
41134,1
41136,3
41138,1
41140,2
41142,1
41144,3
41146,1
41148,2
41150,1
41152,3
41154,1
41156,2
41158,1
41160,3
41162,1
41164,2
41166,1
41168,3
41170,1
41172,2
41174,1
41176,3
41178,1
41180,2
41182,1
41184,3
41186,1
41188,2
41190,1
41192,3
41194,1
41196,2
41198,1
41200,3
41202,1
41204,2
41206,1
41208,3
41210,1
41212,2
41214,1
41216,3
41218,1
41220,2
41222,1
41224,3
41226,1
41228,2
41230,1
41232,3
41234,1
41236,2
41238,1
41240,3
41242,1
41244,2
41246,1
41248,3
41250,1
41252,2
41254,1
41256,3
41258,1
41260,2
41262,1
41264,3
41266,1
41268,2
41270,1
41272,3
41274,1
41276,2
41278,1
41280,3
41282,1
41284,2
41286,1
41288,3
41290,1
41292,2
41294,1
41296,3
41298,1
41300,2
41302,1
41304,3
41306,1
41308,2
41310,1
41312,3
41314,1
41316,2
41318,1
41320,3
41322,1
41324,2
41326,1
41328,3
41330,1
41332,2
41334,1
41336,3
41338,1
41340,2
41342,1
41344,3
41346,1
41348,2
41350,1
41352,3
41354,1
41356,2
41358,1
41360,3
41362,1
41364,2
41366,1
41368,3
41370,1
41372,2
41374,1
41376,3
41378,1
41380,2
41382,1
41384,3
41386,1
41388,2
41390,1
41392,3
41394,1
41396,2
41398,1
41400,3
41402,1
41404,2
41406,1
41408,3
41410,1
41412,2
41414,1
41416,3
41418,1
41420,2
41422,1
41424,3
41426,1
41428,2
41430,1
41432,3
41434,1
41436,2
41438,1
41440,3
41442,1
41444,2
41446,1
41448,3
41450,1
41452,2
41454,1
41456,3
41458,1
41460,2
41462,1
41464,3
41466,1
41468,2
41470,1
41472,3
41474,1
41476,2
41478,1
41480,3
41482,1
41484,2
41486,1
41488,3
41490,1
41492,2
41494,1
41496,3
41498,1
41500,2
41502,1
41504,3
41506,1
41508,2
41510,1
41512,3
41514,1
41516,2
41518,1
41520,3
41522,1
41524,2
41526,1
41528,3
41530,1
41532,2
41534,1
41536,3
41538,1
41540,2
41542,1
41544,3
41546,1
41548,2
41550,1
41552,3
41554,1
41556,2
41558,1
41560,3
41562,1
41564,2
41566,1
41568,3
41570,1
41572,2
41574,1
41576,3
41578,1
41580,2
41582,1
41584,3
41586,1
41588,2
41590,1
41592,3
41594,1
41596,2
41598,1
41600,3
41602,1
41604,2
41606,1
41608,3
41610,1
41612,2
41614,1
41616,3
41618,1
41620,2
41622,1
41624,3
41626,1
41628,2
41630,1
41632,3
41634,1
41636,2
41638,1
41640,3
41642,1
41644,2
41646,1
41648,3
41650,1
41652,2
41654,1
41656,3
41658,1
41660,2
41662,1
41664,3
41666,1
41668,2
41670,1
41672,3
41674,1
41676,2
41678,1
41680,3
41682,1
41684,2
41686,1
41688,3
41690,1
41692,2
41694,1
41696,3
41698,1
41700,2
41702,1
41704,3
41706,1
41708,2
41710,1
41712,3
41714,1
41716,2
41718,1
41720,3
41722,1
41724,2
41726,1
41728,3
41730,1
41732,2
41734,1
41736,3
41738,1
41740,2
41742,1
41744,3
41746,1
41748,2
41750,1
41752,3
41754,1
41756,2
41758,1
41760,3
41762,1
41764,2
41766,1
41768,3
41770,1
41772,2
41774,1
41776,3
41778,1
41780,2
41782,1
41784,3
41786,1
41788,2
41790,1
41792,3
41794,1
41796,2
41798,1
41800,3
41802,1
41804,2
41806,1
41808,3
41810,1
41812,2
41814,1
41816,3
41818,1
41820,2
41822,1
41824,3
41826,1
41828,2
41830,1
41832,3
41834,1
41836,2
41838,1
41840,3
41842,1
41844,2
41846,1
41848,3
41850,1
41852,2
41854,1
41856,3
41858,1
41860,2
41862,1
41864,3
41866,1
41868,2
41870,1
41872,3
41874,1
41876,2
41878,1
41880,3
41882,1
41884,2
41886,1
41888,3
41890,1
41892,2
41894,1
41896,3
41898,1
41900,2
41902,1
41904,3
41906,1
41908,2
41910,1
41912,3
41914,1
41916,2
41918,1
41920,3
41922,1
41924,2
41926,1
41928,3
41930,1
41932,2
41934,1
41936,3
41938,1
41940,2
41942,1
41944,3
41946,1
41948,2
41950,1
41952,3
41954,1
41956,2
41958,1
41960,3
41962,1
41964,2
41966,1
41968,3
41970,1
41972,2
41974,1
41976,3
41978,1
41980,2
41982,1
41984,3
41986,1
41988,2
41990,1
41992,3
41994,1
41996,2
41998,1
42000,3
42002,1
42004,2
42006,1
42008,3
42010,1
42012,2
42014,1
42016,3
42018,1
42020,2
42022,1
42024,3
42026,1
42028,2
42030,1
42032,3
42034,1
42036,2
42038,1
42040,3
42042,1
42044,2
42046,1
42048,3
42050,1
42052,2
42054,1
42056,3
42058,1
42060,2
42062,1
42064,3
42066,1
42068,2
42070,1
42072,3
42074,1
42076,2
42078,1
42080,3
42082,1
42084,2
42086,1
42088,3
42090,1
42092,2
42094,1
42096,3
42098,1
42100,2
42102,1
42104,3
42106,1
42108,2
42110,1
42112,3
42114,1
42116,2
42118,1
42120,3
42122,1
42124,2
42126,1
42128,3
42130,1
42132,2
42134,1
42136,3
42138,1
42140,2
42142,1
42144,3
42146,1
42148,2
42150,1
42152,3
42154,1
42156,2
42158,1
42160,3
42162,1
42164,2
42166,1
42168,3
42170,1
42172,2
42174,1
42176,3
42178,1
42180,2
42182,1
42184,3
42186,1
42188,2
42190,1
42192,3
42194,1
42196,2
42198,1
42200,3
42202,1
42204,2
42206,1
42208,3
42210,1
42212,2
42214,1
42216,3
42218,1
42220,2
42222,1
42224,3
42226,1
42228,2
42230,1
42232,3
42234,1
42236,2
42238,1
42240,3
42242,1
42244,2
42246,1
42248,3
42250,1
42252,2
42254,1
42256,3
42258,1
42260,2
42262,1
42264,3
42266,1
42268,2
42270,1
42272,3
42274,1
42276,2
42278,1
42280,3
42282,1
42284,2
42286,1
42288,3
42290,1
42292,2
42294,1
42296,3
42298,1
42300,2
42302,1
42304,3
42306,1
42308,2
42310,1
42312,3
42314,1
42316,2
42318,1
42320,3
42322,1
42324,2
42326,1
42328,3
42330,1
42332,2
42334,1
42336,3
42338,1
42340,2
42342,1
42344,3
42346,1
42348,2
42350,1
42352,3
42354,1
42356,2
42358,1
42360,3
42362,1
42364,2
42366,1
42368,3
42370,1
42372,2
42374,1
42376,3
42378,1
42380,2
42382,1
42384,3
42386,1
42388,2
42390,1
42392,3
42394,1
42396,2
42398,1
42400,3
42402,1
42404,2
42406,1
42408,3
42410,1
42412,2
42414,1
42416,3
42418,1
42420,2
42422,1
42424,3
42426,1
42428,2
42430,1
42432,3
42434,1
42436,2
42438,1
42440,3
42442,1
42444,2
42446,1
42448,3
42450,1
42452,2
42454,1
42456,3
42458,1
42460,2
42462,1
42464,3
42466,1
42468,2
42470,1
42472,3
42474,1
42476,2
42478,1
42480,3
42482,1
42484,2
42486,1
42488,3
42490,1
42492,2
42494,1
42496,3
42498,1
42500,2
42502,1
42504,3
42506,1
42508,2
42510,1
42512,3
42514,1
42516,2
42518,1
42520,3
42522,1
42524,2
42526,1
42528,3
42530,1
42532,2
42534,1
42536,3
42538,1
42540,2
42542,1
42544,3
42546,1
42548,2
42550,1
42552,3
42554,1
42556,2
42558,1
42560,3
42562,1
42564,2
42566,1
42568,3
42570,1
42572,2
42574,1
42576,3
42578,1
42580,2
42582,1
42584,3
42586,1
42588,2
42590,1
42592,3
42594,1
42596,2
42598,1
42600,3
42602,1
42604,2
42606,1
42608,3
42610,1
42612,2
42614,1
42616,3
42618,1
42620,2
42622,1
42624,3
42626,1
42628,2
42630,1
42632,3
42634,1
42636,2
42638,1
42640,3
42642,1
42644,2
42646,1
42648,3
42650,1
42652,2
42654,1
42656,3
42658,1
42660,2
42662,1
42664,3
42666,1
42668,2
42670,1
42672,3
42674,1
42676,2
42678,1
42680,3
42682,1
42684,2
42686,1
42688,3
42690,1
42692,2
42694,1
42696,3
42698,1
42700,2
42702,1
42704,3
42706,1
42708,2
42710,1
42712,3
42714,1
42716,2
42718,1
42720,3
42722,1
42724,2
42726,1
42728,3
42730,1
42732,2
42734,1
42736,3
42738,1
42740,2
42742,1
42744,3
42746,1
42748,2
42750,1
42752,3
42754,1
42756,2
42758,1
42760,3
42762,1
42764,2
42766,1
42768,3
42770,1
42772,2
42774,1
42776,3
42778,1
42780,2
42782,1
42784,3
42786,1
42788,2
42790,1
42792,3
42794,1
42796,2
42798,1
42800,3
42802,1
42804,2
42806,1
42808,3
42810,1
42812,2
42814,1
42816,3
42818,1
42820,2
42822,1
42824,3
42826,1
42828,2
42830,1
42832,3
42834,1
42836,2
42838,1
42840,3
42842,1
42844,2
42846,1
42848,3
42850,1
42852,2
42854,1
42856,3
42858,1
42860,2
42862,1
42864,3
42866,1
42868,2
42870,1
42872,3
42874,1
42876,2
42878,1
42880,3
42882,1
42884,2
42886,1
42888,3
42890,1
42892,2
42894,1
42896,3
42898,1
42900,2
42902,1
42904,3
42906,1
42908,2
42910,1
42912,3
42914,1
42916,2
42918,1
42920,3
42922,1
42924,2
42926,1
42928,3
42930,1
42932,2
42934,1
42936,3
42938,1
42940,2
42942,1
42944,3
42946,1
42948,2
42950,1
42952,3
42954,1
42956,2
42958,1
42960,3
42962,1
42964,2
42966,1
42968,3
42970,1
42972,2
42974,1
42976,3
42978,1
42980,2
42982,1
42984,3
42986,1
42988,2
42990,1
42992,3
42994,1
42996,2
42998,1
43000,3
43002,1
43004,2
43006,1
43008,3
43010,1
43012,2
43014,1
43016,3
43018,1
43020,2
43022,1
43024,3
43026,1
43028,2
43030,1
43032,3
43034,1
43036,2
43038,1
43040,3
43042,1
43044,2
43046,1
43048,3
43050,1
43052,2
43054,1
43056,3
43058,1
43060,2
43062,1
43064,3
43066,1
43068,2
43070,1
43072,3
43074,1
43076,2
43078,1
43080,3
43082,1
43084,2
43086,1
43088,3
43090,1
43092,2
43094,1
43096,3
43098,1
43100,2
43102,1
43104,3
43106,1
43108,2
43110,1
43112,3
43114,1
43116,2
43118,1
43120,3
43122,1
43124,2
43126,1
43128,3
43130,1
43132,2
43134,1
43136,3
43138,1
43140,2
43142,1
43144,3
43146,1
43148,2
43150,1
43152,3
43154,1
43156,2
43158,1
43160,3
43162,1
43164,2
43166,1
43168,3
43170,1
43172,2
43174,1
43176,3
43178,1
43180,2
43182,1
43184,3
43186,1
43188,2
43190,1
43192,3
43194,1
43196,2
43198,1
43200,3
43202,1
43204,2
43206,1
43208,3
43210,1
43212,2
43214,1
43216,3
43218,1
43220,2
43222,1
43224,3
43226,1
43228,2
43230,1
43232,3
43234,1
43236,2
43238,1
43240,3
43242,1
43244,2
43246,1
43248,3
43250,1
43252,2
43254,1
43256,3
43258,1
43260,2
43262,1
43264,3
43266,1
43268,2
43270,1
43272,3
43274,1
43276,2
43278,1
43280,3
43282,1
43284,2
43286,1
43288,3
43290,1
43292,2
43294,1
43296,3
43298,1
43300,2
43302,1
43304,3
43306,1
43308,2
43310,1
43312,3
43314,1
43316,2
43318,1
43320,3
43322,1
43324,2
43326,1
43328,3
43330,1
43332,2
43334,1
43336,3
43338,1
43340,2
43342,1
43344,3
43346,1
43348,2
43350,1
43352,3
43354,1
43356,2
43358,1
43360,3
43362,1
43364,2
43366,1
43368,3
43370,1
43372,2
43374,1
43376,3
43378,1
43380,2
43382,1
43384,3
43386,1
43388,2
43390,1
43392,3
43394,1
43396,2
43398,1
