r,v 
34400,3
34402,1
34404,2
34406,1
34408,3
34410,1
34412,2
34414,1
34416,3
34418,1
34420,2
34422,1
34424,3
34426,1
34428,2
34430,1
34432,3
34434,1
34436,2
34438,1
34440,3
34442,1
34444,2
34446,1
34448,3
34450,1
34452,2
34454,1
34456,3
34458,1
34460,2
34462,1
34464,3
34466,1
34468,2
34470,1
34472,3
34474,1
34476,2
34478,1
34480,3
34482,1
34484,2
34486,1
34488,3
34490,1
34492,2
34494,1
34496,3
34498,1
34500,2
34502,1
34504,3
34506,1
34508,2
34510,1
34512,3
34514,1
34516,2
34518,1
34520,3
34522,1
34524,2
34526,1
34528,3
34530,1
34532,2
34534,1
34536,3
34538,1
34540,2
34542,1
34544,3
34546,1
34548,2
34550,1
34552,3
34554,1
34556,2
34558,1
34560,3
34562,1
34564,2
34566,1
34568,3
34570,1
34572,2
34574,1
34576,3
34578,1
34580,2
34582,1
34584,3
34586,1
34588,2
34590,1
34592,3
34594,1
34596,2
34598,1
34600,3
34602,1
34604,2
34606,1
34608,3
34610,1
34612,2
34614,1
34616,3
34618,1
34620,2
34622,1
34624,3
34626,1
34628,2
34630,1
34632,3
34634,1
34636,2
34638,1
34640,3
34642,1
34644,2
34646,1
34648,3
34650,1
34652,2
34654,1
34656,3
34658,1
34660,2
34662,1
34664,3
34666,1
34668,2
34670,1
34672,3
34674,1
34676,2
34678,1
34680,3
34682,1
34684,2
34686,1
34688,3
34690,1
34692,2
34694,1
34696,3
34698,1
34700,2
34702,1
34704,3
34706,1
34708,2
34710,1
34712,3
34714,1
34716,2
34718,1
34720,3
34722,1
34724,2
34726,1
34728,3
34730,1
34732,2
34734,1
34736,3
34738,1
34740,2
34742,1
34744,3
34746,1
34748,2
34750,1
34752,3
34754,1
34756,2
34758,1
34760,3
34762,1
34764,2
34766,1
34768,3
34770,1
34772,2
34774,1
34776,3
34778,1
34780,2
34782,1
34784,3
34786,1
34788,2
34790,1
34792,3
34794,1
34796,2
34798,1
34800,3
34802,1
34804,2
34806,1
34808,3
34810,1
34812,2
34814,1
34816,3
34818,1
34820,2
34822,1
34824,3
34826,1
34828,2
34830,1
34832,3
34834,1
34836,2
34838,1
34840,3
34842,1
34844,2
34846,1
34848,3
34850,1
34852,2
34854,1
34856,3
34858,1
34860,2
34862,1
34864,3
34866,1
34868,2
34870,1
34872,3
34874,1
34876,2
34878,1
34880,3
34882,1
34884,2
34886,1
34888,3
34890,1
34892,2
34894,1
34896,3
34898,1
34900,2
34902,1
34904,3
34906,1
34908,2
34910,1
34912,3
34914,1
34916,2
34918,1
34920,3
34922,1
34924,2
34926,1
34928,3
34930,1
34932,2
34934,1
34936,3
34938,1
34940,2
34942,1
34944,3
34946,1
34948,2
34950,1
34952,3
34954,1
34956,2
34958,1
34960,3
34962,1
34964,2
34966,1
34968,3
34970,1
34972,2
34974,1
34976,3
34978,1
34980,2
34982,1
34984,3
34986,1
34988,2
34990,1
34992,3
34994,1
34996,2
34998,1
35000,3
35002,1
35004,2
35006,1
35008,3
35010,1
35012,2
35014,1
35016,3
35018,1
35020,2
35022,1
35024,3
35026,1
35028,2
35030,1
35032,3
35034,1
35036,2
35038,1
35040,3
35042,1
35044,2
35046,1
35048,3
35050,1
35052,2
35054,1
35056,3
35058,1
35060,2
35062,1
35064,3
35066,1
35068,2
35070,1
35072,3
35074,1
35076,2
35078,1
35080,3
35082,1
35084,2
35086,1
35088,3
35090,1
35092,2
35094,1
35096,3
35098,1
35100,2
35102,1
35104,3
35106,1
35108,2
35110,1
35112,3
35114,1
35116,2
35118,1
35120,3
35122,1
35124,2
35126,1
35128,3
35130,1
35132,2
35134,1
35136,3
35138,1
35140,2
35142,1
35144,3
35146,1
35148,2
35150,1
35152,3
35154,1
35156,2
35158,1
35160,3
35162,1
35164,2
35166,1
35168,3
35170,1
35172,2
35174,1
35176,3
35178,1
35180,2
35182,1
35184,3
35186,1
35188,2
35190,1
35192,3
35194,1
35196,2
35198,1
35200,3
35202,1
35204,2
35206,1
35208,3
35210,1
35212,2
35214,1
35216,3
35218,1
35220,2
35222,1
35224,3
35226,1
35228,2
35230,1
35232,3
35234,1
35236,2
35238,1
35240,3
35242,1
35244,2
35246,1
35248,3
35250,1
35252,2
35254,1
35256,3
35258,1
35260,2
35262,1
35264,3
35266,1
35268,2
35270,1
35272,3
35274,1
35276,2
35278,1
35280,3
35282,1
35284,2
35286,1
35288,3
35290,1
35292,2
35294,1
35296,3
35298,1
35300,2
35302,1
35304,3
35306,1
35308,2
35310,1
35312,3
35314,1
35316,2
35318,1
35320,3
35322,1
35324,2
35326,1
35328,3
35330,1
35332,2
35334,1
35336,3
35338,1
35340,2
35342,1
35344,3
35346,1
35348,2
35350,1
35352,3
35354,1
35356,2
35358,1
35360,3
35362,1
35364,2
35366,1
35368,3
35370,1
35372,2
35374,1
35376,3
35378,1
35380,2
35382,1
35384,3
35386,1
35388,2
35390,1
35392,3
35394,1
35396,2
35398,1
35400,3
35402,1
35404,2
35406,1
35408,3
35410,1
35412,2
35414,1
35416,3
35418,1
35420,2
35422,1
35424,3
35426,1
35428,2
35430,1
35432,3
35434,1
35436,2
35438,1
35440,3
35442,1
35444,2
35446,1
35448,3
35450,1
35452,2
35454,1
35456,3
35458,1
35460,2
35462,1
35464,3
35466,1
35468,2
35470,1
35472,3
35474,1
35476,2
35478,1
35480,3
35482,1
35484,2
35486,1
35488,3
35490,1
35492,2
35494,1
35496,3
35498,1
35500,2
35502,1
35504,3
35506,1
35508,2
35510,1
35512,3
35514,1
35516,2
35518,1
35520,3
35522,1
35524,2
35526,1
35528,3
35530,1
35532,2
35534,1
35536,3
35538,1
35540,2
35542,1
35544,3
35546,1
35548,2
35550,1
35552,3
35554,1
35556,2
35558,1
35560,3
35562,1
35564,2
35566,1
35568,3
35570,1
35572,2
35574,1
35576,3
35578,1
35580,2
35582,1
35584,3
35586,1
35588,2
35590,1
35592,3
35594,1
35596,2
35598,1
35600,3
35602,1
35604,2
35606,1
35608,3
35610,1
35612,2
35614,1
35616,3
35618,1
35620,2
35622,1
35624,3
35626,1
35628,2
35630,1
35632,3
35634,1
35636,2
35638,1
35640,3
35642,1
35644,2
35646,1
35648,3
35650,1
35652,2
35654,1
35656,3
35658,1
35660,2
35662,1
35664,3
35666,1
35668,2
35670,1
35672,3
35674,1
35676,2
35678,1
35680,3
35682,1
35684,2
35686,1
35688,3
35690,1
35692,2
35694,1
35696,3
35698,1
35700,2
35702,1
35704,3
35706,1
35708,2
35710,1
35712,3
35714,1
35716,2
35718,1
35720,3
35722,1
35724,2
35726,1
35728,3
35730,1
35732,2
35734,1
35736,3
35738,1
35740,2
35742,1
35744,3
35746,1
35748,2
35750,1
35752,3
35754,1
35756,2
35758,1
35760,3
35762,1
35764,2
35766,1
35768,3
35770,1
35772,2
35774,1
35776,3
35778,1
35780,2
35782,1
35784,3
35786,1
35788,2
35790,1
35792,3
35794,1
35796,2
35798,1
35800,3
35802,1
35804,2
35806,1
35808,3
35810,1
35812,2
35814,1
35816,3
35818,1
35820,2
35822,1
35824,3
35826,1
35828,2
35830,1
35832,3
35834,1
35836,2
35838,1
35840,3
35842,1
35844,2
35846,1
35848,3
35850,1
35852,2
35854,1
35856,3
35858,1
35860,2
35862,1
35864,3
35866,1
35868,2
35870,1
35872,3
35874,1
35876,2
35878,1
35880,3
35882,1
35884,2
35886,1
35888,3
35890,1
35892,2
35894,1
35896,3
35898,1
35900,2
35902,1
35904,3
35906,1
35908,2
35910,1
35912,3
35914,1
35916,2
35918,1
35920,3
35922,1
35924,2
35926,1
35928,3
35930,1
35932,2
35934,1
35936,3
35938,1
35940,2
35942,1
35944,3
35946,1
35948,2
35950,1
35952,3
35954,1
35956,2
35958,1
35960,3
35962,1
35964,2
35966,1
35968,3
35970,1
35972,2
35974,1
35976,3
35978,1
35980,2
35982,1
35984,3
35986,1
35988,2
35990,1
35992,3
35994,1
35996,2
35998,1
36000,3
36002,1
36004,2
36006,1
36008,3
36010,1
36012,2
36014,1
36016,3
36018,1
36020,2
36022,1
36024,3
36026,1
36028,2
36030,1
36032,3
36034,1
36036,2
36038,1
36040,3
36042,1
36044,2
36046,1
36048,3
36050,1
36052,2
36054,1
36056,3
36058,1
36060,2
36062,1
36064,3
36066,1
36068,2
36070,1
36072,3
36074,1
36076,2
36078,1
36080,3
36082,1
36084,2
36086,1
36088,3
36090,1
36092,2
36094,1
36096,3
36098,1
36100,2
36102,1
36104,3
36106,1
36108,2
36110,1
36112,3
36114,1
36116,2
36118,1
36120,3
36122,1
36124,2
36126,1
36128,3
36130,1
36132,2
36134,1
36136,3
36138,1
36140,2
36142,1
36144,3
36146,1
36148,2
36150,1
36152,3
36154,1
36156,2
36158,1
36160,3
36162,1
36164,2
36166,1
36168,3
36170,1
36172,2
36174,1
36176,3
36178,1
36180,2
36182,1
36184,3
36186,1
36188,2
36190,1
36192,3
36194,1
36196,2
36198,1
36200,3
36202,1
36204,2
36206,1
36208,3
36210,1
36212,2
36214,1
36216,3
36218,1
36220,2
36222,1
36224,3
36226,1
36228,2
36230,1
36232,3
36234,1
36236,2
36238,1
36240,3
36242,1
36244,2
36246,1
36248,3
36250,1
36252,2
36254,1
36256,3
36258,1
36260,2
36262,1
36264,3
36266,1
36268,2
36270,1
36272,3
36274,1
36276,2
36278,1
36280,3
36282,1
36284,2
36286,1
36288,3
36290,1
36292,2
36294,1
36296,3
36298,1
36300,2
36302,1
36304,3
36306,1
36308,2
36310,1
36312,3
36314,1
36316,2
36318,1
36320,3
36322,1
36324,2
36326,1
36328,3
36330,1
36332,2
36334,1
36336,3
36338,1
36340,2
36342,1
36344,3
36346,1
36348,2
36350,1
36352,3
36354,1
36356,2
36358,1
36360,3
36362,1
36364,2
36366,1
36368,3
36370,1
36372,2
36374,1
36376,3
36378,1
36380,2
36382,1
36384,3
36386,1
36388,2
36390,1
36392,3
36394,1
36396,2
36398,1
36400,3
36402,1
36404,2
36406,1
36408,3
36410,1
36412,2
36414,1
36416,3
36418,1
36420,2
36422,1
36424,3
36426,1
36428,2
36430,1
36432,3
36434,1
36436,2
36438,1
36440,3
36442,1
36444,2
36446,1
36448,3
36450,1
36452,2
36454,1
36456,3
36458,1
36460,2
36462,1
36464,3
36466,1
36468,2
36470,1
36472,3
36474,1
36476,2
36478,1
36480,3
36482,1
36484,2
36486,1
36488,3
36490,1
36492,2
36494,1
36496,3
36498,1
36500,2
36502,1
36504,3
36506,1
36508,2
36510,1
36512,3
36514,1
36516,2
36518,1
36520,3
36522,1
36524,2
36526,1
36528,3
36530,1
36532,2
36534,1
36536,3
36538,1
36540,2
36542,1
36544,3
36546,1
36548,2
36550,1
36552,3
36554,1
36556,2
36558,1
36560,3
36562,1
36564,2
36566,1
36568,3
36570,1
36572,2
36574,1
36576,3
36578,1
36580,2
36582,1
36584,3
36586,1
36588,2
36590,1
36592,3
36594,1
36596,2
36598,1
36600,3
36602,1
36604,2
36606,1
36608,3
36610,1
36612,2
36614,1
36616,3
36618,1
36620,2
36622,1
36624,3
36626,1
36628,2
36630,1
36632,3
36634,1
36636,2
36638,1
36640,3
36642,1
36644,2
36646,1
36648,3
36650,1
36652,2
36654,1
36656,3
36658,1
36660,2
36662,1
36664,3
36666,1
36668,2
36670,1
36672,3
36674,1
36676,2
36678,1
36680,3
36682,1
36684,2
36686,1
36688,3
36690,1
36692,2
36694,1
36696,3
36698,1
36700,2
36702,1
36704,3
36706,1
36708,2
36710,1
36712,3
36714,1
36716,2
36718,1
36720,3
36722,1
36724,2
36726,1
36728,3
36730,1
36732,2
36734,1
36736,3
36738,1
36740,2
36742,1
36744,3
36746,1
36748,2
36750,1
36752,3
36754,1
36756,2
36758,1
36760,3
36762,1
36764,2
36766,1
36768,3
36770,1
36772,2
36774,1
36776,3
36778,1
36780,2
36782,1
36784,3
36786,1
36788,2
36790,1
36792,3
36794,1
36796,2
36798,1
36800,3
36802,1
36804,2
36806,1
36808,3
36810,1
36812,2
36814,1
36816,3
36818,1
36820,2
36822,1
36824,3
36826,1
36828,2
36830,1
36832,3
36834,1
36836,2
36838,1
36840,3
36842,1
36844,2
36846,1
36848,3
36850,1
36852,2
36854,1
36856,3
36858,1
36860,2
36862,1
36864,3
36866,1
36868,2
36870,1
36872,3
36874,1
36876,2
36878,1
36880,3
36882,1
36884,2
36886,1
36888,3
36890,1
36892,2
36894,1
36896,3
36898,1
36900,2
36902,1
36904,3
36906,1
36908,2
36910,1
36912,3
36914,1
36916,2
36918,1
36920,3
36922,1
36924,2
36926,1
36928,3
36930,1
36932,2
36934,1
36936,3
36938,1
36940,2
36942,1
36944,3
36946,1
36948,2
36950,1
36952,3
36954,1
36956,2
36958,1
36960,3
36962,1
36964,2
36966,1
36968,3
36970,1
36972,2
36974,1
36976,3
36978,1
36980,2
36982,1
36984,3
36986,1
36988,2
36990,1
36992,3
36994,1
36996,2
36998,1
37000,3
37002,1
37004,2
37006,1
37008,3
37010,1
37012,2
37014,1
37016,3
37018,1
37020,2
37022,1
37024,3
37026,1
37028,2
37030,1
37032,3
37034,1
37036,2
37038,1
37040,3
37042,1
37044,2
37046,1
37048,3
37050,1
37052,2
37054,1
37056,3
37058,1
37060,2
37062,1
37064,3
37066,1
37068,2
37070,1
37072,3
37074,1
37076,2
37078,1
37080,3
37082,1
37084,2
37086,1
37088,3
37090,1
37092,2
37094,1
37096,3
37098,1
37100,2
37102,1
37104,3
37106,1
37108,2
37110,1
37112,3
37114,1
37116,2
37118,1
37120,3
37122,1
37124,2
37126,1
37128,3
37130,1
37132,2
37134,1
37136,3
37138,1
37140,2
37142,1
37144,3
37146,1
37148,2
37150,1
37152,3
37154,1
37156,2
37158,1
37160,3
37162,1
37164,2
37166,1
37168,3
37170,1
37172,2
37174,1
37176,3
37178,1
37180,2
37182,1
37184,3
37186,1
37188,2
37190,1
37192,3
37194,1
37196,2
37198,1
37200,3
37202,1
37204,2
37206,1
37208,3
37210,1
37212,2
37214,1
37216,3
37218,1
37220,2
37222,1
37224,3
37226,1
37228,2
37230,1
37232,3
37234,1
37236,2
37238,1
37240,3
37242,1
37244,2
37246,1
37248,3
37250,1
37252,2
37254,1
37256,3
37258,1
37260,2
37262,1
37264,3
37266,1
37268,2
37270,1
37272,3
37274,1
37276,2
37278,1
37280,3
37282,1
37284,2
37286,1
37288,3
37290,1
37292,2
37294,1
37296,3
37298,1
37300,2
37302,1
37304,3
37306,1
37308,2
37310,1
37312,3
37314,1
37316,2
37318,1
37320,3
37322,1
37324,2
37326,1
37328,3
37330,1
37332,2
37334,1
37336,3
37338,1
37340,2
37342,1
37344,3
37346,1
37348,2
37350,1
37352,3
37354,1
37356,2
37358,1
37360,3
37362,1
37364,2
37366,1
37368,3
37370,1
37372,2
37374,1
37376,3
37378,1
37380,2
37382,1
37384,3
37386,1
37388,2
37390,1
37392,3
37394,1
37396,2
37398,1
37400,3
37402,1
37404,2
37406,1
37408,3
37410,1
37412,2
37414,1
37416,3
37418,1
37420,2
37422,1
37424,3
37426,1
37428,2
37430,1
37432,3
37434,1
37436,2
37438,1
37440,3
37442,1
37444,2
37446,1
37448,3
37450,1
37452,2
37454,1
37456,3
37458,1
37460,2
37462,1
37464,3
37466,1
37468,2
37470,1
37472,3
37474,1
37476,2
37478,1
37480,3
37482,1
37484,2
37486,1
37488,3
37490,1
37492,2
37494,1
37496,3
37498,1
37500,2
37502,1
37504,3
37506,1
37508,2
37510,1
37512,3
37514,1
37516,2
37518,1
37520,3
37522,1
37524,2
37526,1
37528,3
37530,1
37532,2
37534,1
37536,3
37538,1
37540,2
37542,1
37544,3
37546,1
37548,2
37550,1
37552,3
37554,1
37556,2
37558,1
37560,3
37562,1
37564,2
37566,1
37568,3
37570,1
37572,2
37574,1
37576,3
37578,1
37580,2
37582,1
37584,3
37586,1
37588,2
37590,1
37592,3
37594,1
37596,2
37598,1
37600,3
37602,1
37604,2
37606,1
37608,3
37610,1
37612,2
37614,1
37616,3
37618,1
37620,2
37622,1
37624,3
37626,1
37628,2
37630,1
37632,3
37634,1
37636,2
37638,1
37640,3
37642,1
37644,2
37646,1
37648,3
37650,1
37652,2
37654,1
37656,3
37658,1
37660,2
37662,1
37664,3
37666,1
37668,2
37670,1
37672,3
37674,1
37676,2
37678,1
37680,3
37682,1
37684,2
37686,1
37688,3
37690,1
37692,2
37694,1
37696,3
37698,1
37700,2
37702,1
37704,3
37706,1
37708,2
37710,1
37712,3
37714,1
37716,2
37718,1
37720,3
37722,1
37724,2
37726,1
37728,3
37730,1
37732,2
37734,1
37736,3
37738,1
37740,2
37742,1
37744,3
37746,1
37748,2
37750,1
37752,3
37754,1
37756,2
37758,1
37760,3
37762,1
37764,2
37766,1
37768,3
37770,1
37772,2
37774,1
37776,3
37778,1
37780,2
37782,1
37784,3
37786,1
37788,2
37790,1
37792,3
37794,1
37796,2
37798,1
37800,3
37802,1
37804,2
37806,1
37808,3
37810,1
37812,2
37814,1
37816,3
37818,1
37820,2
37822,1
37824,3
37826,1
37828,2
37830,1
37832,3
37834,1
37836,2
37838,1
37840,3
37842,1
37844,2
37846,1
37848,3
37850,1
37852,2
37854,1
37856,3
37858,1
37860,2
37862,1
37864,3
37866,1
37868,2
37870,1
37872,3
37874,1
37876,2
37878,1
37880,3
37882,1
37884,2
37886,1
37888,3
37890,1
37892,2
37894,1
37896,3
37898,1
37900,2
37902,1
37904,3
37906,1
37908,2
37910,1
37912,3
37914,1
37916,2
37918,1
37920,3
37922,1
37924,2
37926,1
37928,3
37930,1
37932,2
37934,1
37936,3
37938,1
37940,2
37942,1
37944,3
37946,1
37948,2
37950,1
37952,3
37954,1
37956,2
37958,1
37960,3
37962,1
37964,2
37966,1
37968,3
37970,1
37972,2
37974,1
37976,3
37978,1
37980,2
37982,1
37984,3
37986,1
37988,2
37990,1
37992,3
37994,1
37996,2
37998,1
38000,3
38002,1
38004,2
38006,1
38008,3
38010,1
38012,2
38014,1
38016,3
38018,1
38020,2
38022,1
38024,3
38026,1
38028,2
38030,1
38032,3
38034,1
38036,2
38038,1
38040,3
38042,1
38044,2
38046,1
38048,3
38050,1
38052,2
38054,1
38056,3
38058,1
38060,2
38062,1
38064,3
38066,1
38068,2
38070,1
38072,3
38074,1
38076,2
38078,1
38080,3
38082,1
38084,2
38086,1
38088,3
38090,1
38092,2
38094,1
38096,3
38098,1
38100,2
38102,1
38104,3
38106,1
38108,2
38110,1
38112,3
38114,1
38116,2
38118,1
38120,3
38122,1
38124,2
38126,1
38128,3
38130,1
38132,2
38134,1
38136,3
38138,1
38140,2
38142,1
38144,3
38146,1
38148,2
38150,1
38152,3
38154,1
38156,2
38158,1
38160,3
38162,1
38164,2
38166,1
38168,3
38170,1
38172,2
38174,1
38176,3
38178,1
38180,2
38182,1
38184,3
38186,1
38188,2
38190,1
38192,3
38194,1
38196,2
38198,1
38200,3
38202,1
38204,2
38206,1
38208,3
38210,1
38212,2
38214,1
38216,3
38218,1
38220,2
38222,1
38224,3
38226,1
38228,2
38230,1
38232,3
38234,1
38236,2
38238,1
38240,3
38242,1
38244,2
38246,1
38248,3
38250,1
38252,2
38254,1
38256,3
38258,1
38260,2
38262,1
38264,3
38266,1
38268,2
38270,1
38272,3
38274,1
38276,2
38278,1
38280,3
38282,1
38284,2
38286,1
38288,3
38290,1
38292,2
38294,1
38296,3
38298,1
38300,2
38302,1
38304,3
38306,1
38308,2
38310,1
38312,3
38314,1
38316,2
38318,1
38320,3
38322,1
38324,2
38326,1
38328,3
38330,1
38332,2
38334,1
38336,3
38338,1
38340,2
38342,1
38344,3
38346,1
38348,2
38350,1
38352,3
38354,1
38356,2
38358,1
38360,3
38362,1
38364,2
38366,1
38368,3
38370,1
38372,2
38374,1
38376,3
38378,1
38380,2
38382,1
38384,3
38386,1
38388,2
38390,1
38392,3
38394,1
38396,2
38398,1
38400,3
38402,1
38404,2
38406,1
38408,3
38410,1
38412,2
38414,1
38416,3
38418,1
38420,2
38422,1
38424,3
38426,1
38428,2
38430,1
38432,3
38434,1
38436,2
38438,1
38440,3
38442,1
38444,2
38446,1
38448,3
38450,1
38452,2
38454,1
38456,3
38458,1
38460,2
38462,1
38464,3
38466,1
38468,2
38470,1
38472,3
38474,1
38476,2
38478,1
38480,3
38482,1
38484,2
38486,1
38488,3
38490,1
38492,2
38494,1
38496,3
38498,1
38500,2
38502,1
38504,3
38506,1
38508,2
38510,1
38512,3
38514,1
38516,2
38518,1
38520,3
38522,1
38524,2
38526,1
38528,3
38530,1
38532,2
38534,1
38536,3
38538,1
38540,2
38542,1
38544,3
38546,1
38548,2
38550,1
38552,3
38554,1
38556,2
38558,1
38560,3
38562,1
38564,2
38566,1
38568,3
38570,1
38572,2
38574,1
38576,3
38578,1
38580,2
38582,1
38584,3
38586,1
38588,2
38590,1
38592,3
38594,1
38596,2
38598,1
38600,3
38602,1
38604,2
38606,1
38608,3
38610,1
38612,2
38614,1
38616,3
38618,1
38620,2
38622,1
38624,3
38626,1
38628,2
38630,1
38632,3
38634,1
38636,2
38638,1
38640,3
38642,1
38644,2
38646,1
38648,3
38650,1
38652,2
38654,1
38656,3
38658,1
38660,2
38662,1
38664,3
38666,1
38668,2
38670,1
38672,3
38674,1
38676,2
38678,1
38680,3
38682,1
38684,2
38686,1
38688,3
38690,1
38692,2
38694,1
38696,3
38698,1
38700,2
38702,1
38704,3
38706,1
38708,2
38710,1
38712,3
38714,1
38716,2
38718,1
38720,3
38722,1
38724,2
38726,1
38728,3
38730,1
38732,2
38734,1
38736,3
38738,1
38740,2
38742,1
38744,3
38746,1
38748,2
38750,1
38752,3
38754,1
38756,2
38758,1
38760,3
38762,1
38764,2
38766,1
38768,3
38770,1
38772,2
38774,1
38776,3
38778,1
38780,2
38782,1
38784,3
38786,1
38788,2
38790,1
38792,3
38794,1
38796,2
38798,1
38800,3
38802,1
38804,2
38806,1
38808,3
38810,1
38812,2
38814,1
38816,3
38818,1
38820,2
38822,1
38824,3
38826,1
38828,2
38830,1
38832,3
38834,1
38836,2
38838,1
38840,3
38842,1
38844,2
38846,1
38848,3
38850,1
38852,2
38854,1
38856,3
38858,1
38860,2
38862,1
38864,3
38866,1
38868,2
38870,1
38872,3
38874,1
38876,2
38878,1
38880,3
38882,1
38884,2
38886,1
38888,3
38890,1
38892,2
38894,1
38896,3
38898,1
38900,2
38902,1
38904,3
38906,1
38908,2
38910,1
38912,3
38914,1
38916,2
38918,1
38920,3
38922,1
38924,2
38926,1
38928,3
38930,1
38932,2
38934,1
38936,3
38938,1
38940,2
38942,1
38944,3
38946,1
38948,2
38950,1
38952,3
38954,1
38956,2
38958,1
38960,3
38962,1
38964,2
38966,1
38968,3
38970,1
38972,2
38974,1
38976,3
38978,1
38980,2
38982,1
38984,3
38986,1
38988,2
38990,1
38992,3
38994,1
38996,2
38998,1
39000,3
39002,1
39004,2
39006,1
39008,3
39010,1
39012,2
39014,1
39016,3
39018,1
39020,2
39022,1
39024,3
39026,1
39028,2
39030,1
39032,3
39034,1
39036,2
39038,1
39040,3
39042,1
39044,2
39046,1
39048,3
39050,1
39052,2
39054,1
39056,3
39058,1
39060,2
39062,1
39064,3
39066,1
39068,2
39070,1
39072,3
39074,1
39076,2
39078,1
39080,3
39082,1
39084,2
39086,1
39088,3
39090,1
39092,2
39094,1
39096,3
39098,1
39100,2
39102,1
39104,3
39106,1
39108,2
39110,1
39112,3
39114,1
39116,2
39118,1
39120,3
39122,1
39124,2
39126,1
39128,3
39130,1
39132,2
39134,1
39136,3
39138,1
39140,2
39142,1
39144,3
39146,1
39148,2
39150,1
39152,3
39154,1
39156,2
39158,1
39160,3
39162,1
39164,2
39166,1
39168,3
39170,1
39172,2
39174,1
39176,3
39178,1
39180,2
39182,1
39184,3
39186,1
39188,2
39190,1
39192,3
39194,1
39196,2
39198,1
39200,3
39202,1
39204,2
39206,1
39208,3
39210,1
39212,2
39214,1
39216,3
39218,1
39220,2
39222,1
39224,3
39226,1
39228,2
39230,1
39232,3
39234,1
39236,2
39238,1
39240,3
39242,1
39244,2
39246,1
39248,3
39250,1
39252,2
39254,1
39256,3
39258,1
39260,2
39262,1
39264,3
39266,1
39268,2
39270,1
39272,3
39274,1
39276,2
39278,1
39280,3
39282,1
39284,2
39286,1
39288,3
39290,1
39292,2
39294,1
39296,3
39298,1
39300,2
39302,1
39304,3
39306,1
39308,2
39310,1
39312,3
39314,1
39316,2
39318,1
39320,3
39322,1
39324,2
39326,1
39328,3
39330,1
39332,2
39334,1
39336,3
39338,1
39340,2
39342,1
39344,3
39346,1
39348,2
39350,1
39352,3
39354,1
39356,2
39358,1
39360,3
39362,1
39364,2
39366,1
39368,3
39370,1
39372,2
39374,1
39376,3
39378,1
39380,2
39382,1
39384,3
39386,1
39388,2
39390,1
39392,3
39394,1
39396,2
39398,1
39400,3
39402,1
39404,2
39406,1
39408,3
39410,1
39412,2
39414,1
39416,3
39418,1
39420,2
39422,1
39424,3
39426,1
39428,2
39430,1
39432,3
39434,1
39436,2
39438,1
39440,3
39442,1
39444,2
39446,1
39448,3
39450,1
39452,2
39454,1
39456,3
39458,1
39460,2
39462,1
39464,3
39466,1
39468,2
39470,1
39472,3
39474,1
39476,2
39478,1
39480,3
39482,1
39484,2
39486,1
39488,3
39490,1
39492,2
39494,1
39496,3
39498,1
39500,2
39502,1
39504,3
39506,1
39508,2
39510,1
39512,3
39514,1
39516,2
39518,1
39520,3
39522,1
39524,2
39526,1
39528,3
39530,1
39532,2
39534,1
39536,3
39538,1
39540,2
39542,1
39544,3
39546,1
39548,2
39550,1
39552,3
39554,1
39556,2
39558,1
39560,3
39562,1
39564,2
39566,1
39568,3
39570,1
39572,2
39574,1
39576,3
39578,1
39580,2
39582,1
39584,3
39586,1
39588,2
39590,1
39592,3
39594,1
39596,2
39598,1
39600,3
39602,1
39604,2
39606,1
39608,3
39610,1
39612,2
39614,1
39616,3
39618,1
39620,2
39622,1
39624,3
39626,1
39628,2
39630,1
39632,3
39634,1
39636,2
39638,1
39640,3
39642,1
39644,2
39646,1
39648,3
39650,1
39652,2
39654,1
39656,3
39658,1
39660,2
39662,1
39664,3
39666,1
39668,2
39670,1
39672,3
39674,1
39676,2
39678,1
39680,3
39682,1
39684,2
39686,1
39688,3
39690,1
39692,2
39694,1
39696,3
39698,1
39700,2
39702,1
39704,3
39706,1
39708,2
39710,1
39712,3
39714,1
39716,2
39718,1
39720,3
39722,1
39724,2
39726,1
39728,3
39730,1
39732,2
39734,1
39736,3
39738,1
39740,2
39742,1
39744,3
39746,1
39748,2
39750,1
39752,3
39754,1
39756,2
39758,1
39760,3
39762,1
39764,2
39766,1
39768,3
39770,1
39772,2
39774,1
39776,3
39778,1
39780,2
39782,1
39784,3
39786,1
39788,2
39790,1
39792,3
39794,1
39796,2
39798,1
39800,3
39802,1
39804,2
39806,1
39808,3
39810,1
39812,2
39814,1
39816,3
39818,1
39820,2
39822,1
39824,3
39826,1
39828,2
39830,1
39832,3
39834,1
39836,2
39838,1
39840,3
39842,1
39844,2
39846,1
39848,3
39850,1
39852,2
39854,1
39856,3
39858,1
39860,2
39862,1
39864,3
39866,1
39868,2
39870,1
39872,3
39874,1
39876,2
39878,1
39880,3
39882,1
39884,2
39886,1
39888,3
39890,1
39892,2
39894,1
39896,3
39898,1
39900,2
39902,1
39904,3
39906,1
39908,2
39910,1
39912,3
39914,1
39916,2
39918,1
39920,3
39922,1
39924,2
39926,1
39928,3
39930,1
39932,2
39934,1
39936,3
39938,1
39940,2
39942,1
39944,3
39946,1
39948,2
39950,1
39952,3
39954,1
39956,2
39958,1
39960,3
39962,1
39964,2
39966,1
39968,3
39970,1
39972,2
39974,1
39976,3
39978,1
39980,2
39982,1
39984,3
39986,1
39988,2
39990,1
39992,3
39994,1
39996,2
